frame,cls,conf,x1,y1,x2,y2,u,v,X,Y,Z,range_m,_idx_in_frame,class_name
14,cup,0.9315,1002.0,431.0,1370.2,725.9,1186,578,0.0698846839603879,0.0117505220818351,0.599904888950917,0.6045710214035452,0,cup
14,bowl,0.9208,1385.2,507.7,1895.1,721.2,1640,614,0.2102697149284621,0.0228822925069208,0.5998969420008342,0.6064124560399751,1,bowl
14,laptop,0.8625,71.7,245.9,929.5,738.7,500,491,-0.1422443066670613,-0.0151521109275782,0.5999097163563266,0.6087285358893372,2,laptop
15,cup,0.927,1001.9,431.1,1370.1,725.8,1185,578,0.0695790432837865,0.0117511273101506,0.5999357879546255,0.6056250110695769,0,cup
15,bowl,0.9139,1385.0,509.5,1895.4,721.2,1640,615,0.210270357313997,0.023191583527279,0.5998987747189605,0.6063566701501947,1,bowl
15,laptop,0.8944,72.2,246.0,929.6,738.6,500,492,-0.142246080730533,-0.0148430692936208,0.5999171983985893,0.6096973664203966,2,laptop
16,cup,0.9293,1002.0,430.9,1370.3,725.7,1186,577,0.0698853085806823,0.0114414000773683,0.5999102508234635,0.6038625855353097,0,cup
16,bowl,0.9161,1385.4,509.1,1895.5,721.3,1640,615,0.2102732228555949,0.0231918995796612,0.5999069500743243,0.6060789605859265,1,bowl
16,laptop,0.8781,72.0,245.7,929.4,738.4,500,491,-0.1422447140344976,-0.015152154321066,0.5999114344123169,0.6119197689145812,2,laptop
17,cup,0.9263,1002.0,431.2,1370.3,725.8,1186,578,0.0698851922055606,0.011750607538988,0.5999092518348362,0.6041457742671583,0,cup
17,bowl,0.9105,1385.0,510.0,1895.1,721.3,1640,615,0.2102755907299693,0.023192160742276,0.5999137055911455,0.6076292187527697,1,bowl
17,laptop,0.8483,72.1,245.7,929.3,738.1,500,491,-0.1422451083912461,-0.0151521963286327,0.599913097596248,0.6081678404727215,2,laptop
18,cup,0.9274,1001.7,431.2,1370.2,725.8,1185,578,0.0695793454138948,0.0117511783365689,0.5999383930301779,0.6030944579129826,0,cup
18,bowl,0.9123,1385.2,507.6,1895.0,721.2,1640,614,0.2102799022088406,0.0228834011227267,0.5999260061879831,0.6057321699177313,1,bowl
18,laptop,0.857,72.3,245.6,929.3,737.8,500,491,-0.1422454878383894,-0.0151522367480023,0.599914697899511,0.6072239215070676,2,laptop
19,cup,0.9304,1001.7,430.8,1370.2,725.7,1185,577,0.069579306617825,0.0114419304215978,0.5999380585163696,0.6039737521282597,0,cup
19,bowl,0.9137,1385.4,508.7,1895.1,720.8,1640,614,0.2102803808902013,0.0228834532145219,0.5999273718600892,0.607275538188125,1,bowl
19,laptop,0.8686,72.0,245.6,929.1,738.4,500,491,-0.1422457800444694,-0.0151522678743021,0.5999159302670531,0.6053197659385748,2,laptop
20,cup,0.93,1002.0,430.8,1370.3,725.8,1186,577,0.0698850040873508,0.0114413502266901,0.5999076369883876,0.6060492178910792,0,cup
20,bowl,0.915,1385.7,506.7,1895.4,721.3,1640,613,0.2102833847288305,0.0225745398311832,0.5999359417752028,0.6085401195467546,1,bowl
20,laptop,0.8574,71.9,245.6,929.9,738.7,500,491,-0.1422460696695935,-0.015152298725674,0.5999171517495159,0.6077514882459147,2,laptop
21,cup,0.9306,1002.1,430.8,1370.3,725.7,1186,577,0.0698853961268934,0.0114414144101551,0.5999110023386317,0.6076469442384125,0,cup
21,bowl,0.9168,1385.4,507.7,1895.2,721.3,1640,614,0.2102801044293922,0.0228834231290809,0.5999265831207596,0.6081289876494006,1,bowl
21,laptop,0.8126,72.4,245.6,929.8,738.7,500,491,-0.1422460863278527,-0.0151523005001408,0.5999172220050628,0.609291964241976,2,laptop
22,cup,0.9309,1002.1,430.4,1370.2,725.6,1186,577,0.069885693509001,0.0114414630966063,0.5999135551294599,0.6057610556095128,0,cup
22,bowl,0.9196,1385.6,507.3,1895.5,720.9,1640,613,0.2102830362072574,0.0225745024163673,0.5999349474473893,0.6055853253484188,1,bowl
22,laptop,0.864,72.1,245.5,929.9,738.6,500,491,-0.1422461863015073,-0.0151523111495083,0.599917643639982,0.6098887636231453,2,laptop
23,cup,0.9301,1002.4,430.7,1370.1,725.7,1186,577,0.0698859349371385,0.0114415026224518,0.5999156275995895,0.608474442061482,0,cup
23,bowl,0.9192,1385.4,507.1,1895.2,721.2,1640,614,0.2102802846633822,0.0228834427427798,0.5999270973261432,0.6058737531910933,1,bowl
23,laptop,0.8563,72.5,245.7,929.9,738.8,500,491,-0.142246198177401,-0.0151523124145492,0.5999176937260926,0.6104312907783167,2,laptop
24,cup,0.9273,1002.3,430.7,1370.2,725.9,1186,577,0.0698861280243923,0.0114415342340819,0.5999172851013623,0.6101763822576036,0,cup
24,bowl,0.9116,1385.5,507.2,1895.4,721.2,1640,614,0.2102809083593246,0.0228835106155735,0.5999288767230894,0.6069416691408622,1,bowl
24,laptop,0.8816,72.6,245.8,929.9,738.8,500,491,-0.1422462946606185,-0.0151523226921093,0.5999181006402321,0.6106043399440348,2,laptop
25,cup,0.9313,1002.2,430.4,1370.2,726.0,1186,578,0.0698857546087639,0.0117507021023585,0.5999140796227311,0.6086032744796445,0,cup
25,bowl,0.92,1385.5,505.2,1895.2,721.2,1640,613,0.2102839898283517,0.0225746047903965,0.5999376681167853,0.608667666726904,1,bowl
25,laptop,0.8615,72.6,245.4,930.1,738.5,501,491,-0.1419491369711011,-0.0151536115720783,0.599969130600367,0.6080274417938378,2,laptop
26,cup,0.9267,1002.4,430.5,1370.3,725.8,1186,577,0.0698864507274582,0.0114415870659998,0.5999200552526448,0.6048025124710416,0,cup
26,bowl,0.9194,1385.7,506.1,1895.2,721.4,1640,613,0.2102833811423551,0.0225745394461645,0.5999359315430322,0.6078596888950596,1,bowl
26,laptop,0.8852,72.5,245.7,930.0,738.9,501,491,-0.1419458731495103,-0.0151532631466797,0.5999553355731903,0.6071213300737278,2,laptop
27,cup,0.9259,1002.5,430.5,1370.3,726.0,1186,578,0.0698859413575162,0.0117507335025912,0.5999156827134681,0.6065975663662037,0,cup
27,bowl,0.9109,1385.6,504.3,1895.5,721.4,1640,612,0.2102856286115486,0.0222655371471051,0.5999423435453354,0.6081530126210739,1,bowl
27,laptop,0.9036,72.9,245.6,930.0,738.7,501,491,-0.1419435672652212,-0.0151530169847403,0.599945589410433,0.6053297352330591,2,laptop
28,cup,0.9292,1002.3,430.6,1370.2,725.7,1186,577,0.0698865870262123,0.0114416093803975,0.5999212252699406,0.603143214077132,0,cup
28,bowl,0.9177,1385.6,503.9,1895.2,721.3,1640,612,0.2102846731479213,0.0222654359803681,0.5999396176192153,0.6116757177077451,1,bowl
28,laptop,0.8999,72.8,245.6,930.1,738.0,501,491,-0.1419418271833975,-0.0151528312243714,0.5999382346959117,0.6071933460312429,2,laptop
29,cup,0.9276,1002.5,430.6,1370.2,725.9,1186,577,0.0698866470916952,0.011441619214127,0.5999217408847334,0.6021290986386995,0,cup
29,bowl,0.9165,1385.6,503.8,1895.6,721.7,1640,612,0.2102839588764268,0.0222653603516216,0.5999375798113197,0.607606862958983,1,bowl
29,laptop,0.8916,72.6,245.7,930.0,738.5,501,491,-0.1419405876736882,-0.0151526989019841,0.5999329957238507,0.6086390908363251,2,laptop
30,cup,0.928,1002.3,430.5,1370.0,725.7,1186,577,0.0698865052224343,0.0114415959877436,0.5999205230490309,0.6027308744512453,0,cup
30,bowl,0.9151,1385.5,503.6,1895.0,720.8,1640,611,0.210285483545612,0.0219562784290271,0.5999419296739806,0.6103507246932723,1,bowl
30,laptop,0.8862,72.7,245.7,930.0,738.0,501,491,-0.1419391687060999,-0.015152547421784,0.599926998246385,0.6060488920502266,2,laptop
31,cup,0.9233,1002.4,430.6,1370.2,725.6,1186,577,0.0698864129350471,0.0114415808787466,0.5999197308346048,0.6053143248846253,0,cup
31,bowl,0.9038,1385.4,503.9,1895.8,721.4,1640,612,0.2102816295529868,0.022265113717375,0.5999309342798456,0.6086808982732801,1,bowl
31,laptop,0.8969,72.4,245.7,929.7,738.8,500,491,-0.1422355980508977,-0.0151511832706391,0.5998729881133831,0.6086799228989508,2,laptop
32,cup,0.9209,1002.5,431.0,1370.1,725.6,1186,578,0.069885913775222,0.0117507288648603,0.5999154459412284,0.6053719726914565,0,cup
32,bowl,0.8998,1385.7,506.0,1895.8,721.6,1640,613,0.2102789217093179,0.022574060712912,0.5999232088347571,0.6086979677013128,1,bowl
32,laptop,0.8873,72.4,245.9,929.8,738.8,500,491,-0.1422383749566771,-0.0151514790714721,0.5998846996032665,0.610159897456081,2,laptop
33,cup,0.9244,1002.5,430.7,1370.0,725.7,1186,577,0.069886546261063,0.0114416027064572,0.5999208753332879,0.6080462997141837,0,cup
33,bowl,0.9079,1385.7,505.1,1895.5,721.5,1640,613,0.2102794959517316,0.0225741223595241,0.5999248471413868,0.6079383194829431,1,bowl
33,laptop,0.8937,72.6,245.9,929.8,738.7,500,491,-0.1422404474809649,-0.0151516998403636,0.5998934403921725,0.6115926222919094,2,laptop
34,cup,0.9284,1002.6,430.8,1370.1,725.7,1186,577,0.069886489782714,0.0114415934600018,0.5999203905112105,0.6043924988410736,0,cup
34,bowl,0.9144,1385.6,505.0,1895.0,721.3,1640,613,0.2102797908886639,0.0225741540218712,0.5999256885928713,0.6078534939246285,1,bowl
34,laptop,0.8966,72.4,245.8,930.1,738.2,501,491,-0.1419447220287553,-0.0151531402601503,0.5999504701901855,0.6091064500295004,2,laptop
35,cup,0.9219,1002.5,430.9,1370.1,725.7,1186,577,0.0698864298039905,0.0114415836404763,0.5999198756411785,0.6042216224135559,0,cup
35,bowl,0.9074,1385.6,505.4,1895.2,721.2,1640,613,0.2102800738758204,0.0225741844013748,0.5999264959517905,0.6088191727757374,1,bowl
35,laptop,0.8479,72.6,246.0,929.9,738.7,500,492,-0.1422410016140005,-0.0148425392988522,0.5998957774262511,0.6095313272725312,2,laptop
36,cup,0.9255,1002.2,430.5,1370.1,725.6,1186,577,0.0698864254214296,0.0114415829229774,0.5999198380203502,0.6030857688012925,0,cup
36,bowl,0.9117,1385.5,503.5,1895.2,721.2,1640,612,0.2102829325770386,0.0222652516846276,0.5999346517916339,0.6077614590031106,1,bowl
36,laptop,0.8827,72.2,245.7,929.9,738.5,500,491,-0.1422412209106735,-0.0151517822274413,0.5998967023012637,0.6104775193390783,2,laptop
37,cup,0.9252,1002.2,430.5,1370.1,725.5,1186,577,0.0698863959611529,0.0114415780998347,0.5999195851271117,0.6058551523977723,0,cup
37,bowl,0.9127,1385.6,505.0,1895.1,721.4,1640,613,0.2102797428826,0.0225741488682791,0.5999255516321542,0.608413575238558,1,bowl
37,laptop,0.8752,72.3,245.8,929.9,738.2,500,491,-0.1422425513093088,-0.0151519239438176,0.599902313204692,0.6092716930664311,2,laptop
38,cup,0.924,1002.3,430.5,1370.2,725.4,1186,577,0.0698864138522908,0.0114415810289148,0.5999197387084184,0.6091392722936636,0,cup
38,bowl,0.9172,1385.7,505.3,1895.0,721.5,1640,613,0.2102801460769014,0.0225741921523732,0.5999267019405975,0.6091772302432932,1,bowl
38,laptop,0.8739,72.4,245.8,930.0,739.0,501,492,-0.1419476397599305,-0.0148441976219535,0.5999628024147683,0.6095715880903111,2,laptop
39,cup,0.9228,1002.4,430.5,1370.2,725.6,1186,577,0.0698864512958834,0.0114415871590605,0.5999200601321267,0.6082601828709164,0,cup
39,bowl,0.9126,1385.8,504.2,1895.4,721.8,1640,612,0.210283227969998,0.0222652829615292,0.5999354945441582,0.6087458968815899,1,bowl
39,laptop,0.8538,72.4,245.8,930.1,738.6,501,491,-0.1419435626574076,-0.0151530164928387,0.5999455699348236,0.6086114485579717,2,laptop
40,cup,0.9225,1002.4,430.4,1370.1,725.7,1186,577,0.0698864786238569,0.0114415916331093,0.5999202947212235,0.6080637263033843,0,cup
40,bowl,0.9106,1385.8,505.3,1895.8,721.5,1640,613,0.2102801785897456,0.0225741956427226,0.599926794699347,0.6072402042149575,1,bowl
40,laptop,0.856,72.4,245.7,929.9,738.4,500,491,-0.1422390101040907,-0.0151515467284792,0.5998873783122685,0.608247912972277,2,laptop
41,cup,0.9229,1002.4,430.5,1370.0,725.7,1186,577,0.0698864816864923,0.0114415921345142,0.5999203210115333,0.606543503236909,0,cup
41,bowl,0.9058,1385.9,504.9,1896.0,721.6,1640,612,0.2102832234791734,0.0222652824860301,0.5999354817318902,0.6093260627051742,1,bowl
41,laptop,0.8753,75.3,245.8,930.1,736.9,502,490,-0.1416450970241529,-0.0154634385397546,0.5999912310017115,0.6112146064518268,2,laptop
42,cup,0.928,1002.3,430.3,1370.0,725.7,1186,577,0.069886459535881,0.0114415885080867,0.5999201308660068,0.6074729346212707,0,cup
42,bowl,0.9128,1386.0,505.9,1896.1,721.4,1641,613,0.2105645297840741,0.022571528156002,0.5998559041664777,0.6086884339176211,1,bowl
42,laptop,0.8815,75.1,245.7,930.2,736.9,502,490,-0.1416404155860306,-0.0154629274657238,0.5999714010049033,0.6121994483980379,2,laptop
43,cup,0.9282,1002.4,430.4,1370.1,725.6,1186,577,0.0698864846377679,0.0114415926176876,0.5999203463459066,0.6056440118530664,0,cup
43,bowl,0.9069,1386.0,505.5,1896.2,721.2,1641,613,0.2105716796644483,0.022572294589581,0.5998762727345407,0.608328876654431,1,bowl
43,laptop,0.894,72.5,245.6,930.1,738.3,501,491,-0.1419356172708753,-0.0151521682925335,0.5999119875774257,0.6107566551086512,2,laptop
44,cup,0.9301,1002.3,430.6,1370.1,725.8,1186,577,0.0698865235924107,0.0114415989952176,0.5999206807407884,0.6053441334648154,0,cup
44,bowl,0.9073,1386.0,504.7,1896.0,721.1,1641,612,0.2105795755677294,0.0222639198838128,0.5998987665714978,0.6090216938266072,1,bowl
44,laptop,0.8732,75.3,245.8,930.2,737.5,502,491,-0.1416387953436922,-0.015153495571705,0.5999645378573918,0.6135900269221968,2,laptop
45,cup,0.9299,1002.4,430.7,1370.1,725.7,1186,577,0.0698865088790066,0.011441596586386,0.5999205544378197,0.6064700211785723,0,cup
45,bowl,0.9125,1386.0,503.3,1896.0,721.2,1641,612,0.2105825929073161,0.0222642388976898,0.5999073623638083,0.6121409532448514,1,bowl
45,laptop,0.8894,72.5,245.6,929.9,739.1,500,492,-0.142231645385783,-0.0148415629967773,0.5998563179051805,0.6158680233798695,2,laptop
46,cup,0.9281,1002.4,430.8,1370.0,725.6,1186,577,0.0698865750497606,0.011441607419651,0.5999211224615492,0.6080453186668291,0,cup
46,bowl,0.9078,1385.9,505.2,1895.6,721.1,1640,613,0.2102978584345655,0.0225760936260636,0.5999772350818152,0.6115205214995503,1,bowl
46,laptop,0.8867,72.7,245.9,930.1,739.4,501,492,-0.1419385552164611,-0.0148432476043358,0.5999244052412207,0.6139691156215326,2,laptop
47,cup,0.9252,1002.4,430.7,1370.0,725.7,1186,577,0.0698865801998662,0.0114416082628099,0.5999211666711437,0.6069674643567043,0,cup
47,bowl,0.9069,1385.9,505.3,1895.9,721.2,1640,613,0.210293525634932,0.0225756284872794,0.5999648736571027,0.6111801933386586,1,bowl
47,laptop,0.8455,72.8,245.9,929.9,738.9,500,491,-0.1422342575418633,-0.0151510404772854,0.5998673345697482,0.6111032000603649,2,laptop
48,cup,0.928,1002.3,430.7,1370.0,725.8,1186,577,0.0698865652002874,0.0114416058071267,0.5999210379115912,0.6072568818294595,0,cup
48,bowl,0.9051,1385.8,506.0,1896.3,721.1,1640,613,0.2102902843505543,0.0225752805258683,0.5999556263121533,0.6128187840351554,1,bowl
48,laptop,0.8928,72.7,245.7,930.0,738.6,501,491,-0.141940324123755,-0.0151526707670239,0.5999318817908772,0.6105477473806706,2,laptop
49,cup,0.9275,1002.5,430.7,1370.1,725.8,1186,577,0.0698865617562786,0.0114416052432845,0.5999210083474918,0.6054843945106695,0,cup
49,bowl,0.896,1386.1,505.4,1896.2,721.0,1641,613,0.2105724755071386,0.0225723799001778,0.599878539929956,0.6105779003148885,1,bowl
49,laptop,0.8815,72.8,245.9,930.0,738.8,501,491,-0.1419394106697645,-0.0151525732523278,0.5999280209417857,0.6108678454983324,2,laptop
50,cup,0.9286,1002.5,430.6,1370.1,725.8,1186,577,0.0698865761252063,0.0114416075957196,0.599921131693403,0.6062084018160908,0,cup
50,bowl,0.8988,1386.0,505.2,1895.9,721.3,1640,613,0.2102930057689547,0.0225755726781377,0.5999633904857855,0.6132841235982811,1,bowl
50,laptop,0.8735,72.9,245.9,930.1,738.8,501,491,-0.141938683034702,-0.0151524955745106,0.5999249454840184,0.6080866148157281,2,laptop
51,cup,0.9252,1002.6,430.6,1370.2,725.7,1186,577,0.0698865490955763,0.0114416031705147,0.5999208996653491,0.6053995461415248,0,cup
51,bowl,0.9062,1386.0,505.3,1895.7,720.8,1640,612,0.2102926306294901,0.0222662785372401,0.5999623202174508,0.6133383342211511,1,bowl
51,laptop,0.875,72.9,245.6,930.0,738.8,501,491,-0.1419382281701989,-0.0151524470159907,0.5999230229315724,0.6068086695429968,2,laptop
52,cup,0.9241,1002.5,430.6,1370.3,725.6,1186,577,0.0698865556298606,0.0114416042402869,0.599920955757026,0.6063438710080018,0,cup
52,bowl,0.9016,1386.0,507.1,1896.0,721.0,1641,614,0.2105688715984985,0.0228811989695872,0.5998682731206408,0.6091819192307295,1,bowl
52,laptop,0.8735,75.1,245.6,930.0,737.7,502,491,-0.1416406969600796,-0.0151536990197465,0.5999725928708103,0.6074228626863803,2,laptop
53,cup,0.9278,1002.5,430.6,1370.2,725.7,1186,577,0.0698865210063296,0.0114415985718327,0.599920658541322,0.6062605053044626,0,cup
53,bowl,0.9018,1386.0,506.5,1895.9,721.2,1640,613,0.2102928972515479,0.0225755610284749,0.5999630808869424,0.6099631120995751,1,bowl
53,laptop,0.8797,75.0,245.7,929.9,737.7,502,491,-0.1416371510060025,-0.0151533196491138,0.5999575726449322,0.6083625701331671,2,laptop
54,cup,0.9258,1002.5,430.6,1370.4,725.6,1186,577,0.0698864807298794,0.0114415919779006,0.5999203127997663,0.6048184473912862,0,cup
54,bowl,0.9092,1385.8,504.5,1895.9,721.4,1640,612,0.2102923538836776,0.0222662492347423,0.5999615306650102,0.6094041896562005,1,bowl
54,laptop,0.8864,75.1,245.7,930.0,737.6,502,491,-0.1416344717781374,-0.0151530330068312,0.5999462237648179,0.6099661563249176,2,laptop
55,cup,0.9286,1002.4,430.5,1370.2,725.7,1186,577,0.0698864738443841,0.0114415908506292,0.5999202536932202,0.6038889758449072,0,cup
55,bowl,0.9172,1385.8,505.6,1895.5,721.2,1640,613,0.2102866527115479,0.0225748906587397,0.5999452652901909,0.6100015529810142,1,bowl
55,laptop,0.8834,73.0,245.7,930.1,738.6,501,491,-0.1419300415236752,-0.0151515730602616,0.5998884208529537,0.6078158036152571,2,laptop
56,cup,0.9232,1002.7,430.5,1370.1,725.8,1186,577,0.0698864106681589,0.0114415805076189,0.5999197113751583,0.6086041738255953,0,cup
56,bowl,0.9199,1385.8,506.2,1895.4,721.0,1640,613,0.2102850142053587,0.0225747147602811,0.5999405906519404,0.6113842502095115,1,bowl
56,laptop,0.898,72.8,245.9,929.9,738.8,500,491,-0.142229132885765,-0.0151504945900054,0.5998457215360993,0.6071876972070795,2,laptop
57,cup,0.9237,1002.7,430.5,1370.1,725.7,1186,577,0.0698864677303159,0.0114415898496534,0.5999202012087671,0.6055702961402913,0,cup
57,bowl,0.9221,1385.8,506.4,1895.3,720.7,1640,613,0.2102840610483407,0.0225746124360718,0.5999378713065484,0.6106316789457338,1,bowl
57,laptop,0.8588,72.7,245.7,929.8,738.5,500,491,-0.1422340000224961,-0.0151510130458745,0.5998662484920404,0.6083060873502052,2,laptop
58,bowl,0.9232,1385.8,506.9,1895.2,720.6,1640,613,0.2102834331218806,0.0225745450263195,0.5999360798399868,0.6096437479263145,0,bowl
58,cup,0.9227,1002.6,430.6,1370.0,725.7,1186,577,0.0698865243834578,0.0114415991247254,0.5999206875313039,0.6039370444796037,1,cup
58,laptop,0.87,72.8,245.8,929.7,738.5,500,491,-0.1422375140912901,-0.0151513873705939,0.5998810689376726,0.6081478734570608,2,laptop
59,cup,0.9284,1002.6,430.5,1370.2,725.7,1186,577,0.0698865113321825,0.0114415969880121,0.5999205754964002,0.6041793945798144,0,cup
59,bowl,0.9211,1385.8,506.1,1895.5,720.5,1640,613,0.2102826079667825,0.0225744564434928,0.5999337256825173,0.6077536629575855,1,bowl
59,laptop,0.8946,72.3,245.8,930.2,738.1,501,491,-0.1419426007589558,-0.0151529138065116,0.5999415043280144,0.6103800555361857,2,laptop
60,cup,0.9349,1002.3,430.6,1370.4,725.8,1186,577,0.0698864849242741,0.0114415926645935,0.5999203488053363,0.6063999182445587,0,cup
60,bowl,0.913,1385.5,506.1,1895.5,721.5,1640,613,0.2102821186145744,0.022574403910094,0.599932329566613,0.6046713921816788,1,bowl
60,laptop,0.823,72.4,245.5,930.1,738.6,501,491,-0.1419410379698814,-0.0151527469728195,0.5999348989676557,0.6083454073635892,2,laptop
61,cup,0.9357,1002.2,430.7,1370.4,725.8,1186,577,0.0698865144223398,0.0114415974939228,0.5999206020229626,0.6056672483330441,0,cup
61,bowl,0.9151,1385.3,506.1,1895.3,721.7,1640,613,0.2102818912783366,0.0225743795048802,0.5999316809790887,0.6047944514172899,1,bowl
