frame,cls,conf,x1,y1,x2,y2,u,v,X,Y,Z,range_m
32,cup,0.973,643.2,454.6,1191.1,903.2,917,678,-0.0133005473289222,0.0426854774742155,0.6000810222004892,0.4023094109149884
33,cup,0.9738,643.3,454.6,1191.1,903.4,917,678,-0.0133005312941904,0.0426854260139134,0.6000802987612184,0.40345043441666467
34,cup,0.9749,643.2,454.6,1191.1,903.5,917,678,-0.0133005249449412,0.0426854056372534,0.6000800123020369,0.4036158388251879
35,cup,0.9741,643.2,454.7,1191.1,903.3,917,678,-0.0133005192402612,0.0426853873292104,0.6000797549238879,0.4030784597626931
36,cup,0.9732,643.2,454.7,1190.9,903.5,916,678,-0.013609725439092,0.0426850479680614,0.6000749841166433,0.4001545994915116
37,cup,0.9733,643.3,454.7,1190.9,903.4,916,678,-0.0136097642880714,0.0426851698125877,0.6000766970314845,0.40015773039774893
38,cup,0.974,643.2,454.6,1190.9,903.6,916,678,-0.0136097842420003,0.0426852323953648,0.6000775768327449,0.4031175790898629
39,cup,0.9742,643.2,454.6,1191.0,903.7,917,678,-0.0133006074769477,0.0426856705074137,0.6000837358999902,0.40356898799594515
40,cup,0.9736,643.2,454.5,1190.9,903.8,916,678,-0.0136098004651543,0.0426852832770749,0.6000782921380532,0.40742679376514407
41,cup,0.9742,643.0,454.5,1190.9,903.7,916,678,-0.0136098157585153,0.0426853312426164,0.600078966447276,0.4060894992433729
42,cup,0.9748,643.2,454.6,1190.8,903.7,916,678,-0.0136098316679688,0.0426853811404477,0.6000796679210191,0.40257164314615274
43,cup,0.9742,643.2,454.5,1190.7,903.5,916,678,-0.0136098374360752,0.0426853992313267,0.6000799222462323,0.40400925631625484
44,cup,0.9738,643.1,454.5,1190.8,903.7,916,678,-0.0136098328809276,0.0426853849447275,0.6000797214023482,0.4019213544411915
45,cup,0.9746,643.2,454.5,1190.8,904.0,916,679,-0.0136094799573357,0.0429935844106742,0.6000641604257704,0.4031644667632411
46,cup,0.9739,643.2,454.5,1190.8,903.6,916,678,-0.0136099573704815,0.0426857753892375,0.6000852103497506,0.40227737568884
47,cup,0.9746,643.3,454.6,1190.8,903.5,916,678,-0.0136099357529963,0.0426857075889431,0.6000842571995839,0.4018234242058778
48,cup,0.9745,643.2,454.5,1190.8,903.8,916,678,-0.0136099192451954,0.0426856558144765,0.6000835293437256,0.40063177684303886
49,cup,0.9738,643.3,454.6,1190.8,903.3,916,678,-0.0136098984321152,0.0426855905370888,0.6000826116610876,0.4008794554880866
50,cup,0.9742,643.2,454.4,1190.7,903.5,916,678,-0.0136098905459548,0.0426855658032219,0.6000822639474158,0.39923856650368095
51,cup,0.9746,643.0,454.5,1190.8,903.5,916,678,-0.0136098986681495,0.0426855912773781,0.6000826220682238,0.4004758511630554
52,cup,0.9736,643.2,454.5,1190.8,903.7,916,678,-0.0136098972919461,0.0426855869611037,0.6000825613891702,0.39806184964916974
53,cup,0.974,643.2,454.4,1191.0,903.8,917,678,-0.0133006802595281,0.0426859040887181,0.600087019632917,0.39877930995888566
54,cup,0.9752,643.1,454.4,1191.0,903.7,917,678,-0.0133006229591671,0.0426857201945363,0.6000844344115458,0.399627863395038
55,cup,0.9751,643.1,454.3,1191.0,903.6,917,678,-0.0133005818526679,0.0426855882713529,0.6000825798089173,0.4015149368722896
56,cup,0.9752,643.2,454.4,1191.0,903.5,917,678,-0.0133005611309186,0.0426855217689948,0.6000816449054005,0.40209066140662963
57,cup,0.975,643.3,454.5,1190.9,903.8,916,678,-0.0136097673143817,0.0426851793041974,0.6000768304664416,0.4030117446530975
58,cup,0.9749,643.2,454.5,1190.8,903.8,916,678,-0.0136097941200778,0.0426852633766077,0.6000780123732853,0.39928884750746935
59,cup,0.9747,643.3,454.5,1190.8,903.5,916,678,-0.0136098155100828,0.0426853304634415,0.6000789554934786,0.4025487540490992
60,cup,0.9733,643.3,454.8,1191.3,904.0,917,679,-0.0133002245845674,0.0429937492384854,0.6000664609378924,0.404138677248952
61,cup,0.9733,643.4,454.8,1191.3,903.8,917,678,-0.0133006474015425,0.0426857986375086,0.6000855371786183,0.40551813296104056
62,cup,0.9742,643.4,454.7,1191.2,903.9,917,678,-0.0133006139680512,0.0426856913393272,0.6000840287592166,0.40254228324055685
63,cup,0.9741,643.6,454.7,1191.1,903.9,917,678,-0.013300590994452,0.0426856176101018,0.6000829922589466,0.4023955573064516
64,cup,0.9734,643.6,454.7,1191.1,903.7,917,678,-0.0133005781532868,0.0426855763989207,0.6000824129038784,0.4009588264716108
65,cup,0.9732,643.5,454.5,1191.0,903.7,917,678,-0.0133005659259887,0.0426855371578244,0.6000818612446605,0.4020458082342637
66,cup,0.9719,643.6,454.5,1191.0,903.7,917,678,-0.0133005698506119,0.0426855497531265,0.6000820383119487,0.40075628808863567
67,cup,0.9722,643.5,454.6,1191.1,903.6,917,678,-0.0133005784254806,0.0426855772724728,0.6000824251844498,0.40117964173235393
68,cup,0.9723,643.7,454.5,1191.1,903.7,917,678,-0.0133005804009151,0.0426855836122392,0.600082514310161,0.4003714398737077
69,cup,0.9719,644.2,453.6,1190.8,906.8,917,679,-0.013300226973695,0.0429937569614793,0.6000665687282036,0.4012995298825907
70,cup,0.973,643.2,454.4,1191.3,903.5,917,678,-0.013300669845884,0.042685870668186,0.6000865498003588,0.4036168750516414
71,cup,0.9733,643.3,454.4,1191.2,903.5,917,678,-0.0133006474804353,0.0426857988906994,0.6000855407380256,0.4019178473662808
72,cup,0.9743,643.3,454.5,1191.0,903.5,917,678,-0.0133006111703771,0.0426856823607453,0.6000839025365076,0.40360516010291975
73,cup,0.9751,643.4,454.5,1191.1,903.4,917,678,-0.013300577531573,0.042685574403653,0.6000823848540051,0.40264454668406846
74,cup,0.9747,643.3,454.4,1191.0,903.8,917,678,-0.0133005501252473,0.0426854864484682,0.6000811483623381,0.4007954191246481
75,cup,0.9745,643.3,454.6,1191.0,903.9,917,678,-0.0133005511804052,0.0426854898347888,0.6000811959679131,0.40218371144395965
76,cup,0.976,643.3,454.6,1190.9,903.7,916,678,-0.0136097620744966,0.0426851628700121,0.6000765994313614,0.40158353326464935
77,cup,0.9753,643.4,454.6,1191.0,903.8,917,678,-0.0133005877396779,0.0426856071645477,0.6000828454132473,0.40380971743114186
78,cup,0.9746,643.4,454.6,1191.0,903.9,917,678,-0.013300586128104,0.0426856019925201,0.6000827727038435,0.40034499020688735
79,cup,0.9734,643.4,454.6,1191.0,903.5,917,678,-0.0133005753154264,0.0426855672913685,0.6000822848680802,0.4020631480692353
80,cup,0.9741,643.3,454.6,1190.9,903.6,916,678,-0.0136097749858354,0.0426852033646655,0.6000771687133394,0.4046018872817951
81,cup,0.9747,643.2,454.5,1190.9,903.7,916,678,-0.013609794240938,0.0426852637556691,0.6000780177022068,0.4014673038520401
82,cup,0.9743,643.4,454.5,1191.0,903.8,917,678,-0.0133006217469699,0.0426857163042292,0.6000843797208275,0.4032535916963639
83,cup,0.9746,643.4,454.5,1190.9,903.9,916,678,-0.013609798705093,0.0426852777568826,0.6000782145340797,0.40483203549730895
84,cup,0.9747,643.3,454.5,1191.0,903.8,917,678,-0.0133006245741871,0.0426857253776239,0.6000845072764334,0.4056678992036457
85,cup,0.9749,643.4,454.6,1191.0,903.7,917,678,-0.0133006226480223,0.0426857191959787,0.6000844203736226,0.4009940265442621
86,cup,0.9751,643.3,454.6,1191.1,903.6,917,678,-0.0133006251681964,0.0426857272839793,0.6000845340763614,0.4023862918527078
87,cup,0.9748,643.3,454.6,1191.0,903.8,917,678,-0.0133006030947819,0.0426856564437189,0.6000835381897411,0.40137949254301347
88,cup,0.9754,643.2,454.6,1190.9,903.5,916,678,-0.013609800479378,0.0426852833216857,0.6000782927652,0.400980574616068
89,cup,0.9757,643.1,454.6,1191.0,903.8,917,678,-0.0133006133479879,0.0426856893493566,0.6000840007838103,0.40457839227529185
90,cup,0.9762,643.0,455.0,1191.1,903.8,917,679,-0.0133002006951889,0.0429936720146804,0.6000653831203917,0.4055588889977192
91,cup,0.9752,643.1,455.1,1190.9,903.9,916,679,-0.0136094773295466,0.0429935761092496,0.6000640445622647,0.40554430785741935
92,cup,0.9749,642.9,455.1,1191.2,904.6,916,679,-0.0136095762679309,0.0429938886646001,0.6000684069169404,0.40383594856128774
93,cup,0.9752,643.0,455.2,1190.9,904.5,916,679,-0.0136096539555987,0.0429941340870052,0.6000718322928779,0.40232290791300623
94,cup,0.9754,643.0,455.1,1190.9,904.5,916,679,-0.0136097212464589,0.0429943466649498,0.6000747992566138,0.402740145035257
95,cup,0.9757,643.0,455.0,1190.8,903.8,916,679,-0.0136097630541384,0.0429944787392099,0.6000766426253653,0.4003682280752407
96,cup,0.9753,643.0,454.9,1190.9,904.6,916,679,-0.0136097979496956,0.0429945889774476,0.6000781812273785,0.40332891093900924
97,cup,0.9751,643.2,454.8,1190.9,903.9,916,678,-0.0136101839856204,0.0426864861367185,0.6000952021806996,0.4031458137682807
98,cup,0.9742,643.1,454.6,1190.9,904.0,916,679,-0.0136097234172984,0.042994353522829,0.6000748949724649,0.4028823060161258
99,cup,0.9746,643.1,454.7,1190.9,904.1,916,679,-0.0136097566039616,0.042994458362515,0.6000763582265538,0.4026993547390941
100,cup,0.9748,643.3,454.8,1190.9,904.2,916,679,-0.0136097895900057,0.0429945625684273,0.6000778126350219,0.402376989411764
101,cup,0.9737,643.3,454.8,1190.9,903.9,916,678,-0.0136101771537157,0.0426864647093811,0.6000949009508834,0.40127156327830293
102,cup,0.9734,643.2,454.7,1191.0,904.2,917,679,-0.0133005264222615,0.0429947249463804,0.6000800789543214,0.4000558444829087
103,cup,0.9737,643.3,454.8,1191.0,904.1,917,679,-0.013300542089782,0.0429947755925512,0.6000807858261111,0.3996495299011408
104,cup,0.9753,643.3,454.6,1191.0,904.2,917,679,-0.0133005528108111,0.0429948102489011,0.6000812695269658,0.4010154306675901
105,cup,0.9742,643.3,454.7,1191.0,904.0,917,679,-0.0133005374365531,0.0429947605507182,0.6000805758863023,0.4031960220970418
106,cup,0.9754,643.3,454.7,1191.1,904.1,917,679,-0.0133005347815068,0.0429947519681267,0.6000804560985338,0.40280529919246255
107,cup,0.9754,643.3,454.7,1191.2,903.7,917,678,-0.0133008970040713,0.0426865996874847,0.6000967985001944,0.4033801281359463
108,cup,0.9744,643.3,454.6,1191.1,904.3,917,679,-0.0133004608913396,0.0429945131138654,0.6000771223945927,0.40441274446202796
109,cup,0.9747,643.4,454.6,1191.2,904.1,917,679,-0.0133004935486323,0.0429946186804628,0.6000785957942288,0.4015343484997503
110,cup,0.9749,643.3,454.6,1191.2,904.1,917,679,-0.0133005170264479,0.0429946945738665,0.6000796550432357,0.4005714352692141
111,cup,0.9746,643.2,454.7,1191.2,903.9,917,678,-0.0133008804761107,0.0426865466442625,0.6000960528079156,0.40057779821841755
112,cup,0.975,643.3,454.7,1191.0,904.0,917,679,-0.0133004377648445,0.0429944383561253,0.6000760789961143,0.4010139299554611
113,cup,0.9746,643.3,454.8,1190.9,903.9,916,678,-0.0136100299107856,0.0426860029020095,0.600088408770029,0.4030048482316865
114,cup,0.9744,643.3,454.8,1190.9,904.1,916,679,-0.0136096164489548,0.0429940156001072,0.6000701785637935,0.40161159936204
115,cup,0.9749,643.4,454.7,1191.0,904.2,917,679,-0.0133004849326847,0.042994590828911,0.6000782070683702,0.4003573068646039
116,cup,0.9746,643.3,454.6,1191.1,903.7,917,678,-0.01330086026398,0.0426864817774244,0.6000951408968666,0.4015689308867613
117,cup,0.9743,643.5,454.7,1191.0,903.6,917,678,-0.0133007650414987,0.0426861761796937,0.6000908447425426,0.39903247520066043
118,cup,0.974,643.6,454.7,1191.0,903.6,917,678,-0.0133006983992157,0.0426859623044599,0.6000878380415167,0.4017108327326231
119,cup,0.9744,643.4,454.7,1191.1,903.9,917,678,-0.0133006576127065,0.0426858314082211,0.600085997875881,0.40050337571481187
120,cup,0.9736,643.3,454.8,1191.1,904.0,917,679,-0.0133002476335107,0.0429938237455347,0.6000675008374632,0.3997997772578394
121,cup,0.9741,643.3,454.7,1191.1,903.8,917,678,-0.0133006695778865,0.0426858698081009,0.6000865377091104,0.4017786213439159
122,cup,0.9735,643.4,454.7,1191.1,903.7,917,678,-0.0133006351500117,0.0426857593186422,0.6000849844260916,0.40320686785180426
123,cup,0.9734,643.4,454.7,1191.0,903.7,917,678,-0.0133006046694408,0.0426856614972753,0.6000836092336536,0.4051989105328236
124,cup,0.9741,643.3,454.7,1191.0,903.7,917,678,-0.0133005870631725,0.0426856049934373,0.6000828148913407,0.40306621909824464
125,cup,0.9727,643.3,454.8,1191.0,903.5,917,678,-0.0133005635061463,0.0426855293918184,0.6000817520685868,0.4024089464537711
126,cup,0.9738,643.4,454.8,1190.8,903.6,916,678,-0.013609767992601,0.0426851814313395,0.6000768603702333,0.40260341313591974
127,cup,0.9745,643.3,454.8,1191.0,903.4,917,678,-0.0133005983851727,0.0426856413291591,0.6000833257062218,0.4024440903535076
128,cup,0.9724,643.4,454.8,1191.0,903.4,917,678,-0.013300586402612,0.0426856028734989,0.6000827850888214,0.4050079389468771
129,cup,0.9733,643.4,454.7,1191.0,903.4,917,678,-0.0133005694483606,0.0426855484621808,0.6000820201635738,0.402941248846078
130,cup,0.9724,643.6,454.9,1191.0,903.3,917,678,-0.0133005699230463,0.0426855499855906,0.6000820415799751,0.40293094895097703
131,cup,0.9739,643.3,454.9,1191.0,903.6,917,678,-0.013300576693813,0.0426855717150279,0.6000823470567733,0.40303594775474344
132,cup,0.9745,643.4,454.8,1190.9,903.8,916,678,-0.0136097877018449,0.0426852432466953,0.6000777293829304,0.4011669999872715
133,cup,0.9748,643.2,455.0,1190.9,904.2,916,679,-0.0136094670712456,0.0429935437023443,0.6000635922570504,0.4034338786818037
134,cup,0.975,643.1,455.0,1190.9,904.6,916,679,-0.0136096082233125,0.0429939896145555,0.6000698158818141,0.40033888411418644
135,cup,0.9742,643.2,454.9,1190.9,904.1,916,679,-0.0136097094162375,0.0429943092922048,0.6000742776428621,0.40218203987481926
136,cup,0.9742,643.1,454.9,1190.9,904.1,916,679,-0.0136097741410941,0.0429945137639111,0.6000771314673212,0.4025863287443163
137,cup,0.974,643.2,454.8,1190.8,904.0,916,679,-0.0136098060414414,0.0429946145400082,0.6000785380056434,0.40337494742208074
138,cup,0.975,643.0,454.8,1190.9,904.3,916,679,-0.0136098260368501,0.0429946777073221,0.6000794196358151,0.40313490430913274
139,cup,0.9754,643.1,454.9,1190.9,903.9,916,678,-0.0136101971814689,0.0426865275236982,0.6000957840071786,0.3985098093238218
140,cup,0.9744,643.2,454.9,1190.9,904.0,916,679,-0.0136097527690234,0.0429944462475969,0.6000761891378797,0.40088516898396886
141,cup,0.9747,643.4,454.8,1190.8,904.0,916,679,-0.0136097838694452,0.0429945444966567,0.6000775604061833,0.40142258902321964
142,cup,0.9746,643.3,454.8,1190.9,903.8,916,678,-0.0136101704219995,0.0426864435962712,0.6000946041385407,0.40180983274272664
143,cup,0.9744,643.2,454.8,1191.2,903.9,917,678,-0.0133008807840408,0.0426865476325031,0.6000960667008005,0.4032881278060491
144,cup,0.9743,643.3,454.8,1191.1,904.0,917,679,-0.0133004254978431,0.0429943987023301,0.6000755255456026,0.4058236995087698
145,cup,0.9742,643.3,454.8,1191.1,903.9,917,678,-0.0133008026079753,0.0426862967418743,0.6000925396299108,0.4066221091661458
146,cup,0.9741,643.2,454.7,1191.0,904.0,917,679,-0.0133003791508158,0.0429942488828697,0.6000734345059742,0.40505064568150145
147,cup,0.9748,643.3,454.8,1191.1,904.1,917,679,-0.0133004285372185,0.0429944085272878,0.6000756626731537,0.40257016747610225
148,cup,0.9749,643.2,454.8,1191.0,904.1,917,679,-0.0133004545881905,0.0429944927385695,0.6000768380153074,0.4033704631816257
149,cup,0.9751,643.4,454.8,1191.1,903.8,917,678,-0.0133008288368552,0.0426863809182796,0.6000937229987368,0.4035308080066276
150,cup,0.9739,643.4,454.8,1191.3,904.4,917,679,-0.0133003875858998,0.0429942761497692,0.6000738150718047,0.4020057266789608
151,cup,0.975,643.4,454.8,1191.2,904.1,917,679,-0.0133004332658854,0.0429944238129785,0.600075876016501,0.4000500116737073
152,cup,0.9747,643.4,454.8,1191.2,904.1,917,679,-0.0133004641067924,0.0429945235080034,0.6000772674662299,0.40163355549252683
153,cup,0.9746,643.5,454.8,1191.1,904.2,917,679,-0.0133005023197309,0.0429946470335488,0.600078991520033,0.4025205258463486
154,cup,0.9751,643.3,454.8,1191.3,904.2,917,679,-0.0133005244986997,0.0429947187283551,0.6000799921689508,0.4030597017651128
155,cup,0.9745,643.4,454.9,1191.2,904.2,917,679,-0.0133005364030021,0.0429947572097047,0.6000805292555671,0.40457351307983175
156,cup,0.9752,643.3,454.9,1191.1,904.2,917,679,-0.0133005276028557,0.0429947287627198,0.6000801322192105,0.4040778995636904
157,cup,0.974,643.4,454.9,1191.1,903.7,917,678,-0.0133008935491191,0.0426865885994986,0.6000966426230571,0.4056492450895397
158,cup,0.9746,643.4,454.8,1191.1,903.8,917,678,-0.0133008178869855,0.0426863457768373,0.6000932289732775,0.4043973955863811
159,cup,0.9745,643.4,454.9,1191.2,903.8,917,678,-0.0133007501737133,0.0426861284644755,0.6000901739524146,0.40375542967264505
160,cup,0.9753,643.3,454.7,1191.1,904.0,917,679,-0.0133003433817426,0.042994133257261,0.6000718207120854,0.4038192331002466
161,cup,0.9747,643.4,454.8,1190.9,903.9,916,678,-0.0136099649002234,0.0426857990052462,0.6000855423483479,0.4025921432784947
162,cup,0.9751,643.4,454.8,1190.9,903.9,916,678,-0.0136099430745659,0.0426857305520477,0.600084580019523,0.40069458523728047
163,cup,0.9753,643.4,454.7,1190.9,903.8,916,678,-0.0136099410231053,0.0426857241179212,0.6000844895672797,0.40227242288887965
164,cup,0.9749,643.4,454.8,1190.9,903.6,916,678,-0.0136099183438627,0.0426856529875696,0.6000834896024994,0.40274316589457415
165,cup,0.975,643.3,454.7,1190.9,903.9,916,678,-0.0136098838964232,0.042685544947873,0.6000819707587289,0.40172438886278083
166,cup,0.9754,643.5,454.7,1191.0,903.9,917,678,-0.0133006585701482,0.0426858344809408,0.6000860410727921,0.40428525507848745
167,cup,0.975,643.2,454.6,1190.9,903.9,916,678,-0.0136098258397418,0.0426853628610086,0.6000794109449895,0.40341461586179805
168,cup,0.9759,643.4,454.6,1190.8,904.0,916,679,-0.013609472627317,0.0429935612544789,0.6000638372332967,0.4037406001631308
169,cup,0.9741,643.4,454.6,1190.8,904.0,916,679,-0.0136095717404174,0.0429938743617732,0.6000682072914859,0.40554550284848784
170,cup,0.9733,643.3,454.7,1190.8,904.1,916,679,-0.0136096466339459,0.0429941109572381,0.6000715094692645,0.4032063799883163
171,cup,0.9732,643.4,454.7,1190.9,904.2,916,679,-0.0136097115203139,0.0429943159391736,0.6000743704150244,0.40505684866496416
172,cup,0.9738,643.4,454.7,1191.0,904.1,917,679,-0.0133005652354562,0.0429948504122886,0.6000818300898899,0.4042901821059066
173,cup,0.9746,643.5,454.7,1191.0,903.9,917,678,-0.0133009124502834,0.0426866492590491,0.6000974953872119,0.40512523306862386
174,cup,0.9744,643.6,454.7,1191.1,904.0,917,679,-0.0133004635984886,0.0429945218648819,0.6000772445330802,0.40521951783062454
175,cup,0.9747,643.5,454.6,1191.0,904.1,917,679,-0.013300492312268,0.0429946146838433,0.60007854001316,0.4045392497458636
176,cup,0.9753,643.5,454.7,1190.9,903.8,916,678,-0.0136100717443664,0.042686134107331,0.6000902532808122,0.40322760198292446
177,cup,0.9747,643.6,454.8,1190.9,903.6,916,678,-0.0136100082718605,0.0426859350344717,0.6000874546745419,0.4027916010471979
178,cup,0.9733,643.5,454.7,1190.9,904.1,916,679,-0.0136095991956703,0.042993961095413,0.6000694178383499,0.4030596355211457
179,cup,0.9736,643.7,454.7,1190.8,903.7,916,678,-0.0136100290603366,0.0426860002346922,0.600088371272346,0.40576165936184566
180,cup,0.9743,643.3,455.0,1191.4,903.8,917,679,-0.0133004111598775,0.0429943523540229,0.6000748786593644,0.4032101994902705
181,cup,0.9742,643.4,455.0,1191.3,903.8,917,679,-0.0133004593938738,0.04299450827322,0.6000770548334005,0.4034159626528061
182,cup,0.9734,643.4,455.0,1191.2,903.9,917,679,-0.0133004945971563,0.0429946220698775,0.6000786431005027,0.4040995128479526
183,cup,0.9732,643.5,454.9,1191.1,903.5,917,678,-0.0133008648194459,0.0426864963972917,0.6000953464259006,0.4057040106328542
184,cup,0.9744,643.4,454.9,1191.1,903.6,917,678,-0.0133007876392382,0.0426862487026716,0.6000918642851435,0.4052643648097729
185,cup,0.9743,643.3,455.0,1191.3,903.5,917,679,-0.0133003846440833,0.0429942666401763,0.6000736823458197,0.4021453518211911
186,cup,0.9749,643.3,455.0,1191.1,903.7,917,679,-0.0133004250514053,0.0429943972591939,0.6000755054036595,0.4018432565282589
187,cup,0.9753,643.3,455.0,1191.1,903.5,917,679,-0.0133004541855315,0.0429944914369509,0.6000768198485342,0.4033578405315778
188,cup,0.9746,643.2,455.0,1191.1,904.0,917,679,-0.0133004818732129,0.0429945809389908,0.6000780690341317,0.4021738129674077
189,cup,0.9748,643.3,455.0,1191.0,903.4,917,679,-0.0133004952996682,0.042994624340788,0.6000786747957444,0.4043868461710785
190,cup,0.9733,643.2,454.9,1191.0,903.7,917,678,-0.0133008721134157,0.0426865198058458,0.6000956755080583,0.4013045430199338
191,cup,0.9737,643.3,454.9,1191.0,904.1,917,679,-0.0133004213113129,0.0429943851691279,0.6000753366618478,0.39906084028389155
192,cup,0.9731,643.3,455.0,1191.0,904.0,917,679,-0.0133004750116896,0.0429945587587176,0.600077759462664,0.40004906517580185
193,cup,0.9742,643.4,455.0,1191.1,903.8,917,679,-0.0133005213427096,0.0429947085264335,0.6000798497800904,0.4037839248073134
194,cup,0.9731,643.4,455.0,1191.0,903.9,917,679,-0.0133005415946627,0.0429947739920495,0.6000807634878077,0.403899416850728
195,cup,0.9739,643.3,455.0,1191.0,904.3,917,679,-0.013300557446145,0.0429948252328874,0.6000814786594045,0.4035286286298349
196,cup,0.9748,643.3,455.0,1191.1,903.7,917,679,-0.0133005650892773,0.042994849939757,0.6000818234947363,0.404739900877743
197,cup,0.9745,643.4,455.0,1191.0,903.8,917,679,-0.0133005663846897,0.042994854127253,0.6000818819398808,0.4048202708380217
198,cup,0.9744,643.5,454.9,1191.0,903.8,917,678,-0.0133009322051294,0.0426867126583223,0.6000983866669378,0.4058722159189364
199,cup,0.9745,643.6,454.9,1191.1,903.8,917,678,-0.0133008336081005,0.0426863962306483,0.6000939382630937,0.4026793075787798
200,cup,0.9739,643.4,454.8,1191.2,903.8,917,678,-0.0133007627183915,0.0426861687241404,0.6000907399308758,0.40287796576963236
201,cup,0.9739,643.4,454.8,1191.2,904.0,917,679,-0.0133003478972761,0.0429941478539856,0.6000720244394883,0.40233522956220213
202,cup,0.9735,643.3,454.9,1191.1,903.9,917,678,-0.0133007698823588,0.0426861917154772,0.6000910631477101,0.402344176462448
203,cup,0.9741,643.3,455.0,1191.1,903.8,917,679,-0.0133003570516353,0.042994177445984,0.6000724374568702,0.4037470503234839
204,cup,0.9735,643.3,455.0,1191.2,904.4,917,679,-0.0133004063408553,0.0429943367762531,0.600074661239453,0.4055533773760506
