frame,cls,conf,x1,y1,x2,y2,u,v,X,Y,Z,range_m
8,cup,0.972,836.0,460.4,1329.5,916.4,1082,688,0.037759279,0.045806338,0.600444254,0.403977987
8,bowl,0.8421,1359.7,523.1,1865.4,735.6,1612,629,0.201625753,0.027522534,0.599939204,0.607467606
8,laptop,0.1875,220.4,313.2,801.8,654.0,510,483,-0.13912035,-0.017621911,0.5997731,0.915309733
9,cup,0.9715,836.2,460.6,1329.7,916.5,1082,688,0.037752796,0.045798474,0.60034117,0.405105316
9,bowl,0.8354,1357.7,521.9,1866.5,735.7,1611,628,0.201341806,0.027216711,0.600014583,0.60897572
9,laptop,0.2004,220.3,312.4,803.0,653.8,511,482,-0.138818524,-0.017932014,0.599804773,0.925578069
10,cup,0.9729,835.9,460.4,1329.5,916.7,1082,688,0.037748072,0.045792743,0.600266048,0.403809534
10,bowl,0.8469,1359.4,524.6,1865.6,735.8,1612,629,0.201617956,0.02752147,0.599916004,0.608614878
10,laptop,0.1764,220.5,312.4,802.9,653.4,511,482,-0.13881914,-0.017932094,0.599807434,0.911775918
11,cup,0.973,835.9,460.3,1329.5,916.5,1082,688,0.037744624,0.04578856,0.600211213,0.405075574
11,bowl,0.8451,1359.0,523.8,1865.7,735.7,1612,629,0.201619515,0.027521682,0.599920641,0.613686705
11,laptop,0.1827,220.4,312.4,802.9,653.6,511,482,-0.138819588,-0.017932152,0.599809368,0.918256578
12,cup,0.9726,835.8,460.7,1329.4,916.5,1082,688,0.037742103,0.045785502,0.600171133,0.405066719
12,bowl,0.828,1357.5,520.5,1866.4,736.1,1611,628,0.201337406,0.027216116,0.60000147,0.6135488
12,laptop,0.1852,220.6,313.4,801.8,653.8,510,483,-0.139125473,-0.01762256,0.599795187,0.916000255
13,cup,0.9717,835.8,460.5,1329.5,916.5,1082,688,0.037740269,0.045783278,0.60014197,0.404925631
13,bowl,0.8317,1357.5,520.2,1865.9,736.0,1611,628,0.201331177,0.027215274,0.599982909,0.610882853
13,laptop,0.1994,220.6,313.2,802.0,654.1,511,483,-0.138828922,-0.017624162,0.599849699,0.920406395
14,cup,0.9719,836.3,460.7,1329.6,916.5,1082,688,0.037738936,0.04578166,0.60012077,0.405096805
14,bowl,0.8393,1359.7,525.4,1864.8,735.8,1611,630,0.201320188,0.027832284,0.599950161,0.608410716
14,laptop,0.2208,220.5,312.6,803.0,654.2,511,483,-0.138821691,-0.017623244,0.599818457,0.899788779
15,cup,0.9728,835.9,460.7,1329.4,916.9,1082,688,0.037737955,0.04578047,0.600105169,0.402694214
15,bowl,0.8359,1359.6,524.9,1864.3,735.9,1611,629,0.201321526,0.027523219,0.599954148,0.60507668
15,laptop,0.229,220.4,313.4,802.0,654.6,511,483,-0.138825147,-0.017623682,0.599833389,0.925203908
16,cup,0.9711,835.9,460.7,1329.5,916.7,1082,688,0.037737252,0.045779618,0.600093993,0.405062898
16,bowl,0.8381,1357.2,521.1,1865.8,736.4,1611,628,0.201322733,0.027214133,0.599957743,0.606172358
16,laptop,0.2473,220.5,312.8,802.9,654.4,511,483,-0.138821313,-0.017623196,0.599816821,0.935616495
17,cup,0.9718,835.9,460.8,1329.7,916.9,1082,688,0.03773679,0.045779057,0.600086641,0.404757518
17,bowl,0.8335,1357.0,522.8,1865.5,736.6,1611,629,0.20131769,0.027522695,0.599942715,0.600932713
18,cup,0.9723,836.0,460.5,1329.7,916.6,1082,688,0.037736456,0.045778651,0.600081324,0.403685241
18,bowl,0.8291,1357.1,520.5,1865.9,736.3,1611,628,0.201320003,0.027213764,0.599949609,0.610480968
18,laptop,0.2055,220.6,313.3,802.0,654.4,511,483,-0.13882314,-0.017623428,0.599824717,0.924066149
19,cup,0.9726,835.9,460.6,1329.5,916.7,1082,688,0.037736205,0.045778348,0.600077347,0.405141635
19,bowl,0.835,1357.7,522.3,1865.9,736.3,1611,629,0.201315076,0.027522338,0.599934926,0.603848878
19,laptop,0.1972,220.5,313.4,802.0,654.2,511,483,-0.1388225,-0.017623346,0.59982195,0.910372697
20,cup,0.9727,835.9,460.7,1329.5,916.8,1082,688,0.037736016,0.045778118,0.600074331,0.404998086
20,bowl,0.8254,1357.2,521.6,1866.3,736.4,1611,628,0.201318106,0.027213507,0.599943956,0.606536423
20,laptop,0.183,220.3,313.5,802.1,654.3,511,483,-0.138822099,-0.017623295,0.59982022,0.921239923
21,cup,0.9716,835.8,460.6,1329.6,916.7,1082,688,0.037735811,0.045777869,0.600071068,0.404148854
21,bowl,0.8112,1358.0,520.4,1866.1,736.2,1612,628,0.201603452,0.027210282,0.599872845,0.609288389
21,laptop,0.2131,219.5,312.2,804.3,654.3,511,483,-0.138821677,-0.017623242,0.599818394,0.906011825
22,cup,0.9726,835.7,460.5,1329.6,916.6,1082,688,0.037735647,0.04577767,0.600068461,0.403616029
22,bowl,0.8311,1357.9,519.5,1866.0,736.2,1611,627,0.20132527,0.02690522,0.599965304,0.607851945
22,laptop,0.2243,220.4,312.6,802.8,654.4,511,483,-0.138820715,-0.01762312,0.59981424,0.915248414
23,cup,0.9726,835.7,461.0,1329.7,916.6,1082,688,0.03773555,0.045777553,0.600066928,0.404274118
23,bowl,0.8368,1357.4,521.2,1866.5,736.0,1611,628,0.201319068,0.027213637,0.599946823,0.606512097
23,laptop,0.1782,220.4,313.3,802.0,654.6,511,483,-0.138821185,-0.017623179,0.599816269,0.923606776
24,cup,0.9728,835.5,460.8,1329.6,916.7,1082,688,0.0377355,0.045777492,0.600066131,0.405378065
24,bowl,0.8508,1359.5,525.4,1865.0,735.8,1612,630,0.201597822,0.02782792,0.599856095,0.607132203
24,laptop,0.202,220.4,313.4,802.0,654.4,511,483,-0.138821155,-0.017623176,0.599816139,0.91957637
25,cup,0.9734,835.6,460.8,1329.3,916.7,1082,688,0.037735475,0.045777461,0.600065727,0.405886014
25,bowl,0.8468,1357.7,522.1,1866.2,736.3,1611,629,0.201321629,0.027523233,0.599954454,0.608461444
25,laptop,0.2383,220.4,313.4,801.9,654.6,510,483,-0.139118872,-0.017621724,0.599766725,0.916865373
26,cup,0.9724,835.7,461.3,1329.4,916.7,1082,688,0.037735435,0.045777413,0.600065094,0.406162237
26,bowl,0.8344,1357.6,523.5,1865.8,736.9,1611,629,0.201319465,0.027522938,0.599948006,0.603752538
26,laptop,0.2324,220.2,313.4,801.8,654.5,510,483,-0.139121856,-0.017622102,0.599779593,0.90096005
27,cup,0.9715,835.4,461.0,1329.3,916.8,1082,688,0.037735361,0.045777324,0.600063923,0.402464762
27,bowl,0.836,1357.3,523.2,1866.1,736.6,1611,629,0.201317924,0.027522727,0.599943412,0.602926554
27,laptop,0.2623,220.1,313.4,801.7,654.5,510,483,-0.13912384,-0.017622353,0.599788147,0.904123777
28,cup,0.9716,835.7,460.9,1329.5,916.8,1082,688,0.037735337,0.045777294,0.600063536,0.404980135
28,bowl,0.8438,1357.8,523.7,1865.6,736.4,1611,629,0.201317069,0.02752261,0.599940864,0.607149649
28,laptop,0.3027,220.1,313.1,801.9,654.3,510,483,-0.139125419,-0.017622553,0.599794954,0.914902587
29,cup,0.9719,835.5,461.2,1329.4,916.9,1082,688,0.037735346,0.045777304,0.600063672,0.404706296
29,bowl,0.8275,1357.1,525.1,1865.7,736.6,1611,630,0.201313467,0.027831355,0.599930131,0.608163086
29,laptop,0.2322,220.1,313.4,801.8,654.6,510,483,-0.139126527,-0.017622693,0.599799728,0.926565926
30,cup,0.9729,835.8,460.9,1329.7,917.1,1082,688,0.037735191,0.045777117,0.600061211,0.404193355
30,bowl,0.8358,1357.3,523.1,1866.7,736.3,1611,629,0.201316108,0.027522479,0.599938,0.607973487
30,laptop,0.2419,219.9,312.8,802.9,654.5,510,483,-0.139117831,-0.017621592,0.599762239,0.916396309
31,cup,0.9727,835.9,460.6,1329.8,916.9,1082,688,0.037735157,0.045777075,0.600060671,0.402557589
31,bowl,0.8547,1359.6,523.9,1865.6,735.9,1612,629,0.201601835,0.027519269,0.599868034,0.60390225
31,laptop,0.2191,220.0,312.8,802.8,654.6,511,483,-0.138823156,-0.01762343,0.599824784,0.926811987
32,cup,0.9727,836.1,460.9,1329.8,916.7,1082,688,0.037735166,0.045777087,0.600060824,0.404326976
32,bowl,0.8382,1359.8,523.4,1865.5,736.0,1612,629,0.201607628,0.02752006,0.599885271,0.606406896
32,laptop,0.2678,220.2,313.6,802.0,654.7,511,483,-0.138830236,-0.017624328,0.599855378,0.923302322
33,cup,0.9719,836.0,460.5,1329.6,916.7,1082,688,0.037735189,0.045777114,0.600061177,0.404316521
33,bowl,0.8422,1358.1,518.8,1866.3,736.3,1612,627,0.201618335,0.02690306,0.599917131,0.605503281
33,laptop,0.2341,220.1,313.5,802.0,654.3,511,483,-0.138827455,-0.017623975,0.599843362,0.909859443
34,cup,0.9713,836.1,460.6,1330.0,916.7,1083,688,0.03804359,0.045776027,0.600046933,0.405813118
34,bowl,0.8429,1360.2,523.4,1865.0,735.7,1612,629,0.201613548,0.027520868,0.599902886,0.603596515
34,laptop,0.2792,220.0,312.7,803.1,654.3,511,483,-0.138821213,-0.017623183,0.59981639,0.909251312
35,cup,0.971,836.2,460.5,1330.0,916.5,1083,688,0.03804384,0.045776328,0.600050878,0.403768324
35,bowl,0.8308,1358.4,520.0,1866.8,735.9,1612,627,0.201622683,0.02690364,0.599930068,0.605239379
35,laptop,0.2151,220.2,312.6,803.1,654.7,511,483,-0.138820907,-0.017623144,0.599815067,0.917014867
36,cup,0.9715,836.3,460.3,1329.8,916.4,1082,688,0.037735596,0.045777608,0.600067648,0.402995129
36,bowl,0.8307,1359.9,524.1,1865.2,735.7,1612,629,0.201616829,0.027521316,0.59991265,0.61260093
36,laptop,0.1925,220.4,313.0,802.1,654.2,511,483,-0.138821009,-0.017623157,0.599815511,0.915453987
37,cup,0.9715,836.5,460.2,1329.9,916.4,1082,688,0.037735456,0.045777439,0.600065433,0.405079434
37,bowl,0.8425,1359.8,522.4,1865.6,735.7,1612,628,0.20162168,0.027212742,0.599927083,0.615349207
37,laptop,0.1995,220.5,313.1,802.1,654.4,511,483,-0.138820714,-0.01762312,0.599814232,0.924147684
38,cup,0.9709,836.6,460.5,1330.0,916.5,1083,688,0.038043796,0.045776275,0.600050184,0.404863144
38,bowl,0.8292,1358.3,519.4,1866.7,736.5,1612,627,0.201625153,0.02690397,0.599937416,0.614073833
38,laptop,0.2063,220.2,312.6,803.2,654.5,511,483,-0.138820547,-0.017623098,0.599813511,0.917930981
39,cup,0.9707,836.5,460.3,1330.0,916.4,1083,688,0.038043994,0.045776513,0.600053299,0.403312378
39,bowl,0.8054,1358.9,518.0,1866.6,736.4,1612,627,0.201624879,0.026903933,0.599936601,0.610052683
39,laptop,0.1991,220.4,313.2,802.1,654.2,511,483,-0.138820689,-0.017623116,0.599814126,0.926371698
40,cup,0.972,836.4,460.6,1329.9,916.6,1082,688,0.037735751,0.045777797,0.600070123,0.403865657
40,bowl,0.83,1359.6,522.6,1865.2,735.9,1612,628,0.201621427,0.027212708,0.599926329,0.610835939
40,laptop,0.1981,220.3,313.2,802.0,654.5,511,483,-0.138820782,-0.017623128,0.599814526,0.926065233
41,cup,0.9719,836.5,460.6,1329.9,916.6,1082,688,0.037735614,0.045777631,0.600067948,0.403781598
41,bowl,0.8022,1357.8,518.6,1866.0,736.4,1611,627,0.201338932,0.026907046,0.60000602,0.611697872
41,laptop,0.2529,220.3,313.2,802.1,654.4,511,483,-0.138820775,-0.017623127,0.599814496,0.923115408
42,cup,0.9724,836.4,460.4,1329.9,916.7,1082,688,0.037735485,0.045777474,0.600065894,0.405116678
42,bowl,0.8263,1360.2,522.3,1865.3,736.1,1612,629,0.201612755,0.027520759,0.599900526,0.611551712
42,laptop,0.297,220.4,313.1,802.1,653.9,511,483,-0.138820654,-0.017623112,0.599813975,0.932626183
43,cup,0.9729,836.3,460.5,1330.3,916.7,1083,688,0.038043857,0.045776348,0.600051132,0.404866618
43,bowl,0.8299,1359.9,522.6,1865.3,736.3,1612,629,0.201616095,0.027521215,0.599910466,0.612908568
43,laptop,0.2204,220.6,313.0,802.3,654.1,511,483,-0.138820682,-0.017623115,0.599814094,0.911814972
44,cup,0.9718,836.3,460.4,1330.2,916.5,1083,688,0.038044072,0.045776606,0.600054522,0.406527782
44,bowl,0.8215,1358.2,519.6,1866.8,736.3,1612,627,0.2016247,0.026903909,0.599936068,0.617457817
44,laptop,0.2436,220.5,313.1,802.2,653.9,511,483,-0.138820661,-0.017623113,0.599814003,0.911363894
45,cup,0.9711,836.4,460.3,1330.4,916.4,1083,688,0.038044223,0.045776789,0.600056916,0.405596779
45,bowl,0.8376,1360.5,521.4,1865.5,735.8,1612,628,0.201621539,0.027212723,0.599926665,0.60960296
45,laptop,0.2463,220.6,313.1,802.1,653.6,511,483,-0.138820664,-0.017623113,0.599814018,0.916703264
46,cup,0.9711,836.5,460.6,1330.3,916.5,1083,688,0.038044317,0.045776901,0.60005839,0.403245903
46,bowl,0.8227,1358.2,519.6,1866.6,736.4,1612,627,0.201625202,0.026903976,0.599937562,0.603273697
46,laptop,0.3002,220.5,313.2,802.1,654.0,511,483,-0.138820648,-0.017623111,0.599813948,0.915493036
47,cup,0.9723,836.5,460.6,1330.1,916.6,1083,688,0.038044414,0.045777018,0.600059916,0.403879448
47,bowl,0.8262,1358.8,519.0,1866.8,736.4,1612,627,0.20162499,0.026903948,0.599936933,0.605891448
47,laptop,0.2234,220.7,313.2,802.0,654.1,511,483,-0.138820737,-0.017623122,0.599814332,0.912646412
48,cup,0.9713,836.7,460.7,1330.0,916.2,1083,688,0.038044462,0.045777076,0.600060676,0.40599783
48,bowl,0.8204,1360.2,523.4,1865.0,735.9,1612,629,0.201618334,0.027521521,0.599917128,0.608394595
48,laptop,0.2456,220.9,313.2,802.1,653.7,511,483,-0.138820775,-0.017623127,0.599814499,0.906602771
49,cup,0.9728,836.5,460.8,1330.1,916.6,1083,688,0.038044551,0.045777183,0.600062084,0.405306101
49,bowl,0.8279,1360.2,525.4,1865.0,735.8,1612,630,0.201616662,0.027830521,0.599912151,0.61011734
49,laptop,0.2412,220.5,313.5,802.2,654.0,511,483,-0.13882083,-0.017623134,0.599814734,0.912015385
50,cup,0.9711,836.5,460.7,1330.2,916.6,1083,688,0.038044568,0.045777204,0.600062354,0.405032932
50,bowl,0.8274,1360.1,523.2,1865.2,735.9,1612,629,0.201621895,0.027522007,0.599927724,0.604905097
50,laptop,0.2731,220.6,313.4,802.2,653.9,511,483,-0.13882081,-0.017623132,0.599814648,0.920410746
51,cup,0.9703,836.3,460.7,1330.1,916.2,1083,688,0.038044562,0.045777197,0.600062262,0.402123103
51,bowl,0.8289,1359.8,522.8,1865.1,735.9,1612,628,0.201625513,0.027213259,0.599938487,0.609866779
51,laptop,0.2336,220.7,313.3,802.1,653.7,511,483,-0.138820724,-0.017623121,0.599814279,0.926188487
52,cup,0.9717,836.1,460.7,1330.0,916.4,1083,688,0.038044581,0.04577722,0.600062565,0.403345637
52,bowl,0.8247,1357.5,520.5,1866.8,736.3,1611,628,0.201339008,0.027216333,0.600006244,0.607455218
52,laptop,0.189,219.8,312.2,804.4,653.8,511,482,-0.138819325,-0.017932118,0.599808231,0.921546835
53,cup,0.9708,836.1,460.7,1330.0,916.5,1083,688,0.038044591,0.045777232,0.600062722,0.403247233
53,bowl,0.8191,1358.1,522.1,1866.4,736.2,1612,629,0.201615917,0.027521191,0.599909935,0.608759138
53,laptop,0.2443,220.0,312.0,804.3,653.8,512,482,-0.138522022,-0.017933655,0.599859639,0.916000033
54,cup,0.9723,836.3,460.7,1329.8,916.4,1082,688,0.037736208,0.045778351,0.600077387,0.403414087
54,bowl,0.8086,1358.7,521.8,1866.0,736.2,1612,628,0.201621403,0.027212705,0.59992626,0.614080111
55,cup,0.9736,836.3,460.9,1329.8,916.8,1082,688,0.037736003,0.045778101,0.600074119,0.403590428
55,bowl,0.8205,1358.6,521.5,1866.3,736.3,1612,628,0.201621937,0.027212777,0.599927847,0.613883668
55,laptop,0.2627,220.6,313.3,802.0,654.2,511,483,-0.138822236,-0.017623313,0.599820808,0.905850898
56,cup,0.9729,836.3,460.5,1330.0,916.7,1083,688,0.038044233,0.045776801,0.600057071,0.403187786
56,bowl,0.8229,1359.9,524.6,1864.5,736.0,1611,630,0.201329745,0.027833605,0.599978642,0.610674674
56,laptop,0.2621,220.5,313.2,802.0,653.8,511,483,-0.138821836,-0.017623262,0.599819081,0.91916803
57,cup,0.9717,836.2,460.6,1330.0,916.4,1083,688,0.038044339,0.045776928,0.600058744,0.403599548
57,bowl,0.8334,1360.2,524.5,1864.9,736.0,1612,630,0.201611922,0.027829867,0.599898049,0.609509661
57,laptop,0.3082,220.3,313.2,802.0,653.8,511,483,-0.138821555,-0.017623226,0.599817869,0.919272514
58,cup,0.9724,836.2,461.0,1329.8,916.4,1082,688,0.037735946,0.045778033,0.600073228,0.403679841
58,bowl,0.8514,1359.6,523.7,1865.2,735.8,1612,629,0.201617857,0.027521456,0.599915709,0.60795436
58,laptop,0.3643,220.3,313.5,801.9,654.4,510,483,-0.139118836,-0.017621719,0.599766571,0.919280868
59,cup,0.973,836.2,460.7,1329.7,916.4,1082,688,0.037735765,0.045777813,0.600070343,0.404460715
59,bowl,0.8513,1359.8,521.9,1865.4,736.1,1612,628,0.201622246,0.027212818,0.599928768,0.606794619
59,laptop,0.3057,220.5,313.5,802.0,654.3,511,483,-0.138824066,-0.017623545,0.599828719,0.91631559
60,cup,0.9714,835.9,460.6,1329.5,916.2,1082,688,0.037735603,0.045777617,0.60006777,0.406018973
60,bowl,0.8315,1358.0,520.1,1866.5,736.5,1612,628,0.20162214,0.027212804,0.599928454,0.60124945
60,laptop,0.2506,220.6,313.5,801.9,654.4,510,483,-0.139120669,-0.017621951,0.599774473,0.897473272
61,cup,0.9715,836.0,460.7,1329.6,916.1,1082,688,0.037735508,0.045777502,0.600066263,0.405330086
61,bowl,0.8429,1359.5,524.1,1865.5,736.3,1612,630,0.201615855,0.027830409,0.59990975,0.60228585
61,laptop,0.263,220.7,313.5,801.8,654.4,510,483,-0.139123067,-0.017622255,0.599784813,0.913341715
62,cup,0.972,836.1,460.7,1329.7,916.2,1082,688,0.037735451,0.045777433,0.600065356,0.403953823
62,bowl,0.8393,1359.6,524.0,1865.5,736.3,1612,630,0.201617844,0.027830684,0.599915668,0.608924877
62,laptop,0.3134,220.6,313.5,801.8,654.4,510,483,-0.139124844,-0.01762248,0.599792472,0.914465678
63,cup,0.9719,836.1,460.5,1329.7,916.1,1082,688,0.03773542,0.045777395,0.600064856,0.404724558
63,bowl,0.8197,1359.7,523.7,1865.4,736.1,1612,629,0.201622109,0.027522036,0.599928359,0.606050118
63,laptop,0.2919,220.6,313.5,801.8,654.3,510,483,-0.13912626,-0.01762266,0.599798577,0.91607041
64,cup,0.9721,836.0,460.8,1329.7,916.4,1082,688,0.037735394,0.045777363,0.600064442,0.404301176
64,bowl,0.8247,1357.1,519.5,1866.9,736.3,1611,627,0.201342232,0.026907487,0.600015852,0.604303154
64,laptop,0.2606,220.7,313.7,801.8,654.4,510,483,-0.139127342,-0.017622797,0.599803242,0.936450049
65,cup,0.972,836.2,460.9,1329.6,916.5,1082,688,0.037735375,0.04577734,0.60006414,0.404453667
65,bowl,0.8318,1356.8,519.9,1866.8,736.2,1611,627,0.201334513,0.026906456,0.599992848,0.602926628
65,laptop,0.2811,220.6,313.7,801.7,654.3,510,483,-0.139128135,-0.017622897,0.599806663,0.911962633
66,cup,0.9717,836.2,461.0,1329.8,916.4,1082,688,0.037735362,0.045777325,0.600063936,0.405121413
66,bowl,0.8354,1357.2,519.2,1866.9,736.2,1611,627,0.201329084,0.02690573,0.599976672,0.608068334
66,laptop,0.293,220.5,313.6,801.8,654.5,510,483,-0.139128744,-0.017622974,0.599809289,0.940456204
67,cup,0.9726,836.2,461.2,1329.6,916.5,1082,688,0.037735397,0.045777367,0.600064495,0.406377349
67,bowl,0.8429,1356.9,522.1,1866.2,736.7,1611,629,0.201319201,0.027522902,0.59994722,0.610993859
67,laptop,0.2195,220.5,313.7,801.7,654.8,510,483,-0.139129282,-0.017623042,0.599811608,0.912079828
68,cup,0.9721,835.8,461.0,1329.4,916.4,1082,688,0.037735397,0.045777366,0.600064485,0.405832453
68,bowl,0.8521,1359.0,525.4,1864.7,736.3,1611,630,0.201315013,0.027831569,0.599934738,0.607362698
68,laptop,0.2666,220.5,313.6,801.8,654.5,510,483,-0.139129578,-0.01762308,0.599812881,0.912796196
69,cup,0.9711,835.7,460.8,1329.5,916.5,1082,688,0.037735383,0.04577735,0.600064268,0.404058269
69,bowl,0.8555,1359.0,526.2,1864.9,736.2,1611,631,0.201311759,0.028140353,0.599925041,0.605992001
69,laptop,0.3633,220.5,313.6,801.7,654.5,510,483,-0.139129648,-0.017623089,0.599813183,0.918046872
70,cup,0.9717,835.8,461.5,1329.3,916.6,1082,688,0.037735347,0.045777306,0.600063691,0.403885515
70,bowl,0.8521,1356.8,524.3,1865.8,736.6,1610,630,0.201029248,0.027834819,0.600004803,0.604325088
70,laptop,0.3033,220.4,313.6,801.8,654.7,510,483,-0.139129717,-0.017623098,0.599813484,0.917402766
71,cup,0.9716,835.5,461.0,1329.2,916.6,1082,688,0.03773534,0.045777298,0.600063592,0.404543685
71,bowl,0.8591,1358.5,526.2,1864.7,736.1,1611,631,0.201306156,0.02813957,0.599908343,0.610118467
72,cup,0.9729,835.7,461.1,1329.1,916.4,1082,688,0.037735281,0.045777226,0.60006265,0.404999787
72,bowl,0.8419,1356.9,520.7,1866.8,736.4,1611,628,0.20131791,0.027213481,0.599943371,0.604618936
73,cup,0.9727,835.6,461.2,1329.2,916.6,1082,688,0.03773526,0.045777201,0.600062317,0.404584718
73,bowl,0.8435,1358.7,524.3,1864.9,736.0,1611,630,0.201310711,0.027830974,0.599921919,0.605538857
73,laptop,0.2798,220.3,313.4,801.7,654.9,510,483,-0.139129675,-0.017623092,0.599813301,0.928410046
74,cup,0.9726,835.6,460.8,1329.3,916.7,1082,688,0.037735251,0.04577719,0.60006217,0.403133903
74,bowl,0.8307,1357.4,520.0,1866.0,736.7,1611,628,0.201318309,0.027213535,0.59994456,0.610285161
74,laptop,0.2849,220.4,313.3,801.8,654.9,510,483,-0.139129659,-0.01762309,0.599813232,0.911538975
75,cup,0.973,835.5,460.9,1329.2,916.5,1082,688,0.037735249,0.045777188,0.600062144,0.403471379
75,bowl,0.8302,1357.5,521.0,1865.9,736.5,1611,628,0.201317404,0.027213413,0.599941864,0.609530407
75,laptop,0.2425,220.5,313.3,801.9,654.9,510,483,-0.139129554,-0.017623077,0.599812778,0.923508311
76,cup,0.9728,835.7,460.8,1329.3,916.6,1082,688,0.037735219,0.045777151,0.600061657,0.404835649
76,bowl,0.832,1357.6,521.6,1866.0,736.6,1611,628,0.201316522,0.027213293,0.599939235,0.611215054
76,laptop,0.2447,220.5,313.3,801.9,654.8,510,483,-0.139129552,-0.017623077,0.59981277,0.916996622
77,cup,0.9728,835.7,460.6,1329.4,916.6,1082,688,0.037735256,0.045777196,0.600062253,0.404553256
77,bowl,0.8275,1357.7,520.8,1866.1,736.7,1611,628,0.201316343,0.027213269,0.599938702,0.609592366
77,laptop,0.242,220.5,313.3,801.9,654.7,510,483,-0.139129741,-0.017623101,0.599813584,0.927182415
78,cup,0.973,835.8,460.8,1329.4,916.6,1082,688,0.037735281,0.045777226,0.600062639,0.404724358
78,bowl,0.8312,1358.0,520.6,1866.2,736.8,1612,628,0.201602434,0.027210144,0.599869815,0.610185109
78,laptop,0.2992,220.5,313.5,801.8,654.6,510,483,-0.139129793,-0.017623107,0.599813809,0.919234208
79,cup,0.9732,835.9,460.6,1329.5,916.5,1082,688,0.037735269,0.045777211,0.600062453,0.404793697
79,bowl,0.833,1358.3,521.5,1866.2,736.9,1612,628,0.201608406,0.02721095,0.599887585,0.608390454
79,laptop,0.2481,220.5,313.2,801.7,654.6,510,483,-0.139129838,-0.017623113,0.599814005,0.925546188
80,cup,0.9724,835.9,460.7,1329.5,916.5,1082,688,0.03773529,0.045777237,0.600062785,0.404327649
80,bowl,0.827,1358.6,519.7,1866.0,736.8,1612,627,0.201616038,0.026902754,0.599910295,0.607107561
80,laptop,0.2347,220.4,313.4,801.8,654.7,510,483,-0.139129939,-0.017623126,0.599814438,0.907965844
81,cup,0.9716,836.0,460.6,1329.5,916.3,1082,688,0.037735307,0.045777258,0.60006306,0.404011229
81,bowl,0.8312,1358.7,520.0,1866.2,736.7,1612,628,0.201615472,0.027211904,0.599908612,0.603134788
81,laptop,0.265,220.6,313.5,801.8,654.5,510,483,-0.139130027,-0.017623137,0.599814818,0.914615388
82,cup,0.9714,835.9,460.7,1329.4,916.3,1082,688,0.037735272,0.045777215,0.600062503,0.404433257
82,bowl,0.8246,1358.1,520.4,1865.8,736.7,1611,628,0.201331598,0.027215331,0.599984163,0.610699931
82,laptop,0.2117,220.4,313.4,801.8,654.6,510,483,-0.139129949,-0.017623127,0.599814484,0.919854203
83,cup,0.9726,835.9,460.7,1329.5,916.2,1082,688,0.037735267,0.045777209,0.600062419,0.402367844
