source_file,frame_idx,timestamp_ms,cls_id,cls_name,conf,x1,y1,x2,y2,w,h
MOV_0181.mp4,0,0,41,cup,0.9646,784.0,351.2,1327.7,802.0,543.7,450.8
MOV_0181.mp4,1,33,41,cup,0.9647,784.2,350.9,1327.8,800.8,543.6,449.8
MOV_0181.mp4,2,66,41,cup,0.9653,784.2,350.8,1327.6,800.5,543.5,449.7
MOV_0181.mp4,3,100,41,cup,0.9652,784.0,348.7,1327.8,799.3,543.8,450.6
MOV_0181.mp4,4,133,41,cup,0.9652,784.1,350.8,1327.7,800.8,543.7,450.0
MOV_0181.mp4,5,166,41,cup,0.9641,783.9,349.8,1327.4,799.4,543.5,449.5
MOV_0181.mp4,6,200,41,cup,0.9617,784.4,347.6,1328.2,798.2,543.7,450.6
MOV_0181.mp4,7,233,41,cup,0.962,785.3,348.4,1328.9,799.0,543.6,450.6
MOV_0181.mp4,8,266,41,cup,0.9642,784.9,348.9,1328.3,799.2,543.4,450.2
MOV_0181.mp4,9,300,41,cup,0.9673,783.0,347.6,1325.9,798.0,542.9,450.4
MOV_0181.mp4,9,300,41,cup,0.1522,1451.9,404.6,1510.3,471.3,58.3,66.7
MOV_0181.mp4,10,333,41,cup,0.9666,778.2,344.3,1322.0,795.8,543.8,451.5
MOV_0181.mp4,11,366,41,cup,0.9701,770.7,345.6,1319.2,796.3,548.5,450.7
MOV_0181.mp4,12,400,41,cup,0.972,768.0,342.7,1315.6,796.2,547.6,453.5
MOV_0181.mp4,13,433,41,cup,0.9699,762.2,348.5,1310.5,798.1,548.3,449.6
MOV_0181.mp4,14,466,41,cup,0.9737,754.6,350.4,1304.3,799.9,549.7,449.6
MOV_0181.mp4,15,500,41,cup,0.9788,747.1,356.2,1297.2,804.6,550.2,448.4
MOV_0181.mp4,16,533,41,cup,0.978,739.4,356.9,1291.0,805.8,551.6,448.8
MOV_0181.mp4,17,566,41,cup,0.9723,733.9,352.8,1284.0,803.6,550.2,450.8
MOV_0181.mp4,18,600,41,cup,0.9706,728.6,352.5,1277.7,802.4,549.1,449.9
MOV_0181.mp4,19,633,41,cup,0.9729,722.3,351.9,1271.9,804.0,549.6,452.1
MOV_0181.mp4,20,666,41,cup,0.9707,716.8,351.7,1267.2,803.6,550.4,451.9
MOV_0181.mp4,21,700,41,cup,0.9681,712.3,351.8,1262.2,803.8,549.9,452.0
MOV_0181.mp4,22,733,41,cup,0.97,705.9,349.4,1254.5,802.8,548.6,453.4
MOV_0181.mp4,23,766,41,cup,0.9677,698.1,348.5,1249.0,802.5,550.9,454.0
MOV_0181.mp4,24,800,41,cup,0.9635,692.8,338.1,1242.9,798.9,550.1,460.8
MOV_0181.mp4,25,833,41,cup,0.9658,688.2,346.2,1237.9,802.0,549.7,455.8
MOV_0181.mp4,26,866,41,cup,0.9679,679.4,340.1,1230.3,798.4,550.9,458.3
MOV_0181.mp4,27,900,41,cup,0.9741,671.9,338.7,1223.9,797.6,552.0,458.9
MOV_0181.mp4,28,933,41,cup,0.9764,664.2,337.8,1219.2,796.2,555.1,458.4
MOV_0181.mp4,29,966,41,cup,0.9702,655.6,332.2,1212.3,796.4,556.7,464.2
MOV_0181.mp4,30,1000,41,cup,0.9727,648.3,336.8,1203.4,797.3,555.1,460.5
MOV_0181.mp4,31,1033,41,cup,0.9736,641.3,343.2,1198.7,798.5,557.4,455.4
MOV_0181.mp4,32,1066,41,cup,0.9732,634.8,341.0,1189.3,797.5,554.5,456.5
MOV_0181.mp4,33,1100,41,cup,0.9719,628.2,339.1,1182.7,797.4,554.4,458.3
MOV_0181.mp4,34,1133,41,cup,0.9726,622.6,340.4,1175.3,796.0,552.6,455.6
MOV_0181.mp4,35,1166,41,cup,0.9726,617.6,340.7,1170.9,796.1,553.3,455.5
MOV_0181.mp4,36,1200,41,cup,0.9741,611.8,343.6,1163.7,798.8,551.9,455.2
MOV_0181.mp4,37,1233,41,cup,0.9688,603.2,343.9,1156.6,799.0,553.4,455.1
MOV_0181.mp4,38,1266,41,cup,0.9684,597.9,344.8,1151.1,798.8,553.2,454.0
MOV_0181.mp4,39,1300,41,cup,0.9687,592.7,344.7,1145.6,800.4,552.9,455.7
MOV_0181.mp4,40,1333,41,cup,0.9697,586.2,346.0,1139.8,802.9,553.5,456.9
MOV_0181.mp4,41,1366,41,cup,0.9734,579.2,346.6,1133.4,801.7,554.3,455.0
MOV_0181.mp4,42,1400,41,cup,0.9744,574.3,347.6,1128.0,802.4,553.7,454.8
MOV_0181.mp4,43,1433,41,cup,0.9754,568.3,347.6,1124.2,803.4,555.8,455.9
MOV_0181.mp4,44,1466,41,cup,0.9746,564.5,349.2,1120.6,801.8,556.2,452.6
MOV_0181.mp4,45,1500,41,cup,0.9782,559.1,348.9,1116.0,800.9,556.9,451.9
MOV_0181.mp4,46,1533,41,cup,0.9788,553.2,348.8,1110.3,800.7,557.2,452.0
MOV_0181.mp4,47,1566,41,cup,0.9782,548.6,349.1,1105.5,800.8,556.8,451.7
MOV_0181.mp4,47,1566,41,cup,0.151,1370.7,401.4,1428.5,469.5,57.8,68.2
MOV_0181.mp4,48,1600,41,cup,0.9762,545.1,348.5,1102.9,800.4,557.8,451.9
MOV_0181.mp4,49,1633,41,cup,0.9737,542.2,348.3,1099.2,800.3,557.0,452.0
MOV_0181.mp4,50,1666,41,cup,0.9741,540.0,347.7,1096.5,799.7,556.6,452.1
MOV_0181.mp4,51,1700,41,cup,0.9746,537.2,347.1,1093.4,799.9,556.3,452.8
MOV_0181.mp4,52,1733,41,cup,0.9729,533.8,346.2,1090.5,799.4,556.7,453.2
MOV_0181.mp4,53,1766,41,cup,0.972,529.7,345.9,1087.2,799.4,557.5,453.5
MOV_0181.mp4,54,1800,41,cup,0.9729,528.6,345.5,1084.9,799.3,556.3,453.8
MOV_0181.mp4,55,1833,41,cup,0.9727,527.5,345.4,1082.1,799.2,554.6,453.8
MOV_0181.mp4,56,1866,41,cup,0.9715,525.6,345.1,1080.3,799.1,554.7,454.0
MOV_0181.mp4,57,1900,41,cup,0.9729,523.9,345.0,1078.7,798.2,554.8,453.2
MOV_0181.mp4,58,1933,41,cup,0.9726,521.0,345.1,1077.0,799.1,556.0,454.1
MOV_0181.mp4,59,1966,41,cup,0.9731,519.9,345.5,1075.0,800.1,555.1,454.6
MOV_0181.mp4,60,2000,41,cup,0.9723,517.9,345.1,1073.6,800.6,555.7,455.6
MOV_0181.mp4,61,2033,41,cup,0.972,516.7,344.9,1072.0,800.6,555.3,455.7
MOV_0181.mp4,62,2066,41,cup,0.9729,515.7,344.9,1071.2,800.1,555.5,455.2
MOV_0181.mp4,63,2100,41,cup,0.9706,514.5,345.3,1070.4,800.0,555.9,454.7
MOV_0181.mp4,64,2133,41,cup,0.9726,513.9,345.4,1070.0,799.9,556.1,454.5
MOV_0181.mp4,65,2166,41,cup,0.9738,513.7,345.5,1069.9,799.8,556.2,454.4
MOV_0181.mp4,66,2200,41,cup,0.9723,513.6,345.6,1069.7,800.1,556.1,454.5
MOV_0181.mp4,67,2233,41,cup,0.9725,514.2,345.6,1070.2,800.1,556.0,454.5
MOV_0181.mp4,68,2266,41,cup,0.973,515.4,345.8,1070.9,800.1,555.6,454.4
MOV_0181.mp4,69,2300,41,cup,0.9747,517.9,345.6,1072.2,800.2,554.4,454.6
MOV_0181.mp4,70,2333,41,cup,0.9732,518.9,345.3,1074.3,800.0,555.4,454.7
MOV_0181.mp4,71,2366,41,cup,0.9741,520.4,345.4,1075.4,799.6,555.0,454.2
MOV_0181.mp4,72,2400,41,cup,0.9729,522.4,345.3,1076.8,798.3,554.5,453.0
MOV_0181.mp4,73,2433,41,cup,0.9734,524.2,345.3,1078.2,798.1,553.9,452.7
MOV_0181.mp4,74,2466,41,cup,0.9726,526.2,345.6,1079.9,798.2,553.7,452.7
