source_file,frame_idx,timestamp_ms,cls_id,cls_name,conf,x1,y1,x2,y2,w,h
MOV_0177.mp4,0,0,41,cup,0.9719,836.1,460.7,1329.4,916.8,493.3,456.1
MOV_0177.mp4,0,0,45,bowl,0.8502,1360.5,525.4,1866.6,735.9,506.0,210.5
MOV_0177.mp4,0,0,63,laptop,0.1866,220.7,313.2,801.9,654.4,581.2,341.2
MOV_0177.mp4,0,0,41,cup,0.1605,221.0,312.6,802.4,652.0,581.4,339.4
MOV_0177.mp4,1,33,41,cup,0.9723,836.1,460.5,1329.4,916.6,493.3,456.1
MOV_0177.mp4,1,33,45,bowl,0.8475,1360.3,525.5,1866.4,735.9,506.0,210.4
MOV_0177.mp4,1,33,63,laptop,0.2058,220.7,313.1,802.0,654.1,581.4,341.1
MOV_0177.mp4,2,66,41,cup,0.9721,835.7,460.5,1329.3,916.7,493.6,456.2
MOV_0177.mp4,2,66,45,bowl,0.8569,1359.8,524.8,1866.1,735.6,506.4,210.8
MOV_0177.mp4,2,66,63,laptop,0.1874,220.5,313.2,801.8,654.3,581.4,341.1
MOV_0177.mp4,3,100,41,cup,0.9718,836.0,460.4,1329.3,916.7,493.3,456.3
MOV_0177.mp4,3,100,45,bowl,0.8484,1360.1,524.0,1866.1,735.9,505.9,211.9
MOV_0177.mp4,3,100,63,laptop,0.1717,220.5,313.1,802.0,654.6,581.5,341.4
MOV_0177.mp4,3,100,68,laptop,0.1687,220.3,312.5,803.1,654.2,582.8,341.8
MOV_0177.mp4,4,133,41,cup,0.9708,836.0,460.6,1329.7,916.5,493.7,455.9
MOV_0177.mp4,4,133,45,bowl,0.845,1360.0,523.1,1865.8,735.9,505.8,212.7
MOV_0177.mp4,4,133,63,laptop,0.1902,220.4,313.1,802.0,654.3,581.5,341.2
MOV_0177.mp4,4,133,68,laptop,0.1853,220.3,312.4,803.2,654.0,582.9,341.6
MOV_0177.mp4,5,166,41,cup,0.9707,836.0,460.4,1329.8,916.7,493.8,456.2
MOV_0177.mp4,5,166,45,bowl,0.8345,1359.2,523.6,1865.9,736.0,506.7,212.4
MOV_0177.mp4,5,166,68,laptop,0.2181,220.3,312.5,803.1,653.7,582.8,341.2
MOV_0177.mp4,5,166,63,laptop,0.1706,220.4,313.3,802.0,654.0,581.5,340.7
MOV_0177.mp4,6,200,41,cup,0.971,836.0,460.7,1329.7,916.4,493.7,455.7
MOV_0177.mp4,6,200,45,bowl,0.8448,1359.8,523.6,1865.4,736.0,505.7,212.4
MOV_0177.mp4,6,200,68,laptop,0.1898,220.4,312.6,803.0,654.1,582.5,341.5
MOV_0177.mp4,6,200,63,laptop,0.1708,220.6,313.4,801.8,654.3,581.2,340.9
MOV_0177.mp4,7,233,41,cup,0.9717,836.0,460.5,1329.4,916.3,493.5,455.8
MOV_0177.mp4,7,233,45,bowl,0.8313,1359.4,524.7,1865.4,735.8,506.1,211.1
MOV_0177.mp4,7,233,68,laptop,0.1701,220.4,312.6,803.0,654.0,582.6,341.4
MOV_0177.mp4,7,233,63,laptop,0.1684,220.5,313.4,802.0,654.2,581.4,340.9
MOV_0177.mp4,8,267,41,cup,0.972,836.0,460.4,1329.5,916.4,493.5,456.0
MOV_0177.mp4,8,267,45,bowl,0.8421,1359.7,523.1,1865.4,735.6,505.7,212.5
MOV_0177.mp4,8,267,63,laptop,0.1875,220.4,313.2,801.8,654.0,581.3,340.8
MOV_0177.mp4,8,267,68,laptop,0.172,220.3,312.5,802.8,653.7,582.5,341.3
MOV_0177.mp4,9,300,41,cup,0.9715,836.2,460.6,1329.7,916.5,493.5,455.9
MOV_0177.mp4,9,300,45,bowl,0.8354,1357.7,521.9,1866.5,735.7,508.8,213.8
MOV_0177.mp4,9,300,68,laptop,0.2004,220.3,312.4,803.0,653.8,582.7,341.3
MOV_0177.mp4,9,300,63,laptop,0.1888,220.3,313.2,802.0,653.9,581.6,340.8
MOV_0177.mp4,10,333,41,cup,0.9729,835.9,460.4,1329.5,916.7,493.6,456.3
MOV_0177.mp4,10,333,45,bowl,0.8469,1359.4,524.6,1865.6,735.8,506.2,211.2
MOV_0177.mp4,10,333,68,laptop,0.1764,220.5,312.4,802.9,653.4,582.5,341.0
MOV_0177.mp4,10,333,63,laptop,0.1611,220.6,313.2,801.9,653.7,581.3,340.6
MOV_0177.mp4,11,367,41,cup,0.973,835.9,460.3,1329.5,916.5,493.6,456.2
MOV_0177.mp4,11,367,45,bowl,0.8451,1359.0,523.8,1865.7,735.7,506.7,211.9
MOV_0177.mp4,11,367,68,laptop,0.1827,220.4,312.4,802.9,653.6,582.5,341.2
MOV_0177.mp4,11,367,63,laptop,0.1548,220.5,313.2,801.9,654.0,581.4,340.7
MOV_0177.mp4,12,400,41,cup,0.9726,835.8,460.7,1329.4,916.5,493.6,455.8
MOV_0177.mp4,12,400,45,bowl,0.828,1357.5,520.5,1866.4,736.1,509.0,215.6
MOV_0177.mp4,12,400,63,laptop,0.1852,220.6,313.4,801.8,653.8,581.2,340.4
MOV_0177.mp4,12,400,68,laptop,0.1837,220.5,312.6,802.9,653.3,582.4,340.7
MOV_0177.mp4,13,434,41,cup,0.9717,835.8,460.5,1329.5,916.5,493.7,456.1
