source_file,frame_idx,timestamp_ms,cls_id,cls_name,conf,x1,y1,x2,y2,w,h
MOV_0178.mp4,0,0,41,cup,0.9747,598.9,462.0,1136.9,907.1,538.0,445.1
MOV_0178.mp4,1,33,41,cup,0.9743,599.1,462.0,1137.0,906.9,537.9,444.9
MOV_0178.mp4,2,66,41,cup,0.9748,599.1,461.5,1136.8,906.8,537.7,445.3
MOV_0178.mp4,3,100,41,cup,0.9726,599.0,462.1,1136.8,907.7,537.9,445.5
MOV_0178.mp4,4,133,41,cup,0.9738,598.8,462.3,1136.8,907.5,538.0,445.2
MOV_0178.mp4,5,167,41,cup,0.9744,598.8,462.3,1136.6,907.1,537.8,444.8
MOV_0178.mp4,6,200,41,cup,0.9751,598.8,461.7,1136.8,907.1,538.0,445.3
MOV_0178.mp4,7,233,41,cup,0.9725,598.9,461.6,1136.9,907.3,538.0,445.7
MOV_0178.mp4,8,267,41,cup,0.9734,599.0,461.4,1136.7,906.5,537.7,445.1
MOV_0178.mp4,9,300,41,cup,0.9726,599.0,461.2,1136.9,906.7,537.9,445.5
MOV_0178.mp4,10,334,41,cup,0.9747,598.9,461.2,1136.7,906.4,537.8,445.2
MOV_0178.mp4,11,367,41,cup,0.9728,598.8,461.3,1136.5,906.6,537.7,445.3
MOV_0178.mp4,12,401,41,cup,0.9711,599.0,461.3,1136.8,906.8,537.8,445.5
MOV_0178.mp4,13,434,41,cup,0.9717,598.8,460.9,1136.5,906.1,537.6,445.2
MOV_0178.mp4,14,467,41,cup,0.9708,598.9,460.5,1136.5,906.1,537.5,445.6
MOV_0178.mp4,15,501,41,cup,0.9706,598.9,461.0,1136.4,906.6,537.5,445.6
MOV_0178.mp4,16,534,41,cup,0.9719,598.7,460.7,1136.2,906.4,537.5,445.6
MOV_0178.mp4,17,568,41,cup,0.9719,598.9,460.9,1136.4,906.2,537.5,445.3
MOV_0178.mp4,18,601,41,cup,0.9715,599.0,461.6,1136.3,906.8,537.4,445.2
MOV_0178.mp4,19,634,41,cup,0.9708,598.9,462.2,1136.4,906.9,537.4,444.7
MOV_0178.mp4,20,668,41,cup,0.9680,599.0,462.2,1136.6,906.9,537.6,444.7
MOV_0178.mp4,21,701,41,cup,0.9683,599.0,462.2,1136.3,907.2,537.3,445.0
MOV_0178.mp4,22,735,41,cup,0.9717,599.0,462.3,1136.2,906.9,537.2,444.6
MOV_0178.mp4,23,768,41,cup,0.9691,599.4,462.5,1135.8,908.5,536.4,446.0
MOV_0178.mp4,24,802,41,cup,0.9682,599.3,462.3,1136.0,908.4,536.8,446.1
MOV_0178.mp4,25,835,41,cup,0.9666,599.3,462.2,1135.9,908.4,536.6,446.2
MOV_0178.mp4,26,868,41,cup,0.9670,598.8,462.4,1136.4,907.0,537.6,444.7
MOV_0178.mp4,27,902,41,cup,0.9697,599.0,462.6,1136.3,907.0,537.3,444.5
MOV_0178.mp4,28,935,41,cup,0.9698,599.1,462.3,1136.3,907.0,537.2,444.6
MOV_0178.mp4,29,969,41,cup,0.9681,599.2,462.3,1136.4,907.3,537.2,445.0
MOV_0178.mp4,30,1002,41,cup,0.9700,599.3,462.5,1136.7,907.0,537.5,444.5
MOV_0178.mp4,31,1035,41,cup,0.9702,599.4,462.4,1136.8,906.6,537.5,444.3
MOV_0178.mp4,32,1069,41,cup,0.9716,599.4,461.7,1136.8,906.5,537.4,444.8
MOV_0178.mp4,33,1102,41,cup,0.9727,599.2,462.3,1136.7,906.5,537.5,444.2
MOV_0178.mp4,34,1136,41,cup,0.9738,599.2,462.4,1136.7,906.3,537.4,444.0
MOV_0178.mp4,35,1169,41,cup,0.9736,599.1,462.2,1136.7,906.4,537.6,444.2
MOV_0178.mp4,36,1203,41,cup,0.9732,599.3,462.1,1136.7,906.5,537.4,444.4
MOV_0178.mp4,37,1236,41,cup,0.9721,599.2,461.9,1136.7,906.6,537.5,444.7
MOV_0178.mp4,38,1269,41,cup,0.9715,599.1,461.8,1136.7,906.8,537.6,445.1
MOV_0178.mp4,39,1303,41,cup,0.9731,599.1,462.1,1136.6,906.8,537.5,444.6
