source_file,frame_idx,timestamp_ms,cls_id,cls_name,conf,x1,y1,x2,y2,w,h
MOV_0176.mp4,0,0,41,cup,0.934,1002.4,430.2,1370.4,725.7,368,295.5
MOV_0176.mp4,0,0,45,bowl,0.9148,1385.6,504.2,1895.4,721.4,509.8,217.2
MOV_0176.mp4,0,0,63,laptop,0.7682,72.3,245.5,930.2,738.5,858,493
MOV_0176.mp4,1,33,41,cup,0.9335,1002.4,430.2,1370.4,725.7,368,295.5
MOV_0176.mp4,1,33,45,bowl,0.9066,1385.6,503.7,1895.9,721.9,510.3,218.2
MOV_0176.mp4,1,33,63,laptop,0.8258,71.9,245.6,930,738.3,858.2,492.7
MOV_0176.mp4,2,66,41,cup,0.9335,1002.5,430.4,1370.4,725.6,367.9,295.2
MOV_0176.mp4,2,66,45,bowl,0.9092,1385.6,503.5,1895.6,721.7,510,218.2
MOV_0176.mp4,2,66,63,laptop,0.8215,72.4,245.6,930,738.1,857.6,492.5
MOV_0176.mp4,3,100,41,cup,0.9325,1002.5,430.7,1370.3,725.6,367.8,294.9
MOV_0176.mp4,3,100,45,bowl,0.9099,1385.6,503.4,1895.6,722.1,510,218.7
MOV_0176.mp4,3,100,63,laptop,0.8283,72,245.8,929.8,738.3,857.9,492.5
MOV_0176.mp4,4,133,41,cup,0.9346,1002.3,430.2,1370.1,725.5,367.8,295.3
MOV_0176.mp4,4,133,45,bowl,0.9167,1385.3,505.2,1895.5,721.3,510.1,216.1
MOV_0176.mp4,4,133,63,laptop,0.8443,72.1,245.5,930,737.9,857.9,492.3
MOV_0176.mp4,5,167,41,cup,0.9321,1001.9,430.6,1370.1,725.8,368.2,295.2
MOV_0176.mp4,5,167,45,bowl,0.9122,1385.4,504.1,1895.6,721.6,510.3,217.4
MOV_0176.mp4,5,167,63,laptop,0.8712,72.4,245.9,930.1,738.7,857.7,492.9
MOV_0176.mp4,6,200,41,cup,0.9325,1001.8,430.8,1370.1,725.8,368.2,295.1
MOV_0176.mp4,6,200,45,bowl,0.8986,1385.2,504.3,1896,721.8,510.8,217.6
MOV_0176.mp4,6,200,63,laptop,0.878,72.1,245.7,929.7,738.8,857.6,493.1
MOV_0176.mp4,7,233,41,cup,0.9354,1001.8,430.4,1370,725.7,368.2,295.3
MOV_0176.mp4,7,233,45,bowl,0.9088,1385.2,505.2,1895.2,721.2,510,216
MOV_0176.mp4,7,233,63,laptop,0.891,72.2,245.4,929.6,738.5,857.4,493.1
MOV_0176.mp4,8,267,41,cup,0.9316,1001.8,430.9,1370.1,725.9,368.3,295
MOV_0176.mp4,8,267,45,bowl,0.9075,1385.2,506,1895.4,721.7,510.2,215.8
MOV_0176.mp4,8,267,63,laptop,0.891,72.2,245.6,929.5,738.4,857.3,492.8
MOV_0176.mp4,9,300,41,cup,0.9323,1002,430.7,1370.3,726,368.3,295.2
MOV_0176.mp4,9,300,45,bowl,0.9115,1385.3,506.9,1895.6,722.1,510.3,215.2
MOV_0176.mp4,9,300,63,laptop,0.8783,72.1,245.4,929.6,738.4,857.5,493
MOV_0176.mp4,10,334,41,cup,0.9331,1001.8,430.7,1370.1,725.7,368.3,295
MOV_0176.mp4,10,334,45,bowl,0.9153,1385.1,508.4,1894.9,721.5,509.8,213
MOV_0176.mp4,10,334,63,laptop,0.8983,72.4,245.5,929.3,738.6,856.9,493.1
MOV_0176.mp4,11,367,41,cup,0.9321,1002.1,430.9,1370,725.7,367.9,294.8
MOV_0176.mp4,11,367,45,bowl,0.9161,1384.8,509.8,1895,721.4,510.1,211.6
MOV_0176.mp4,11,367,63,laptop,0.8799,72.2,245.7,929.7,738.4,857.5,492.7
MOV_0176.mp4,12,400,41,cup,0.9333,1001.9,431,1370.2,725.8,368.2,294.7
MOV_0176.mp4,12,400,45,bowl,0.9137,1384.9,508.4,1895.5,721.6,510.6,213.2
MOV_0176.mp4,12,400,63,laptop,0.8828,72.1,246.1,929.6,738.7,857.5,492.6
MOV_0176.mp4,13,434,41,cup,0.9333,1002,430.6,1370.2,725.7,368.2,295.1
MOV_0176.mp4,13,434,45,bowl,0.918,1385.1,508.8,1895.2,720.8,510.1,212
MOV_0176.mp4,13,434,63,laptop,0.8673,72.1,245.7,929.8,738.2,857.7,492.5
MOV_0176.mp4,14,467,41,cup,0.9315,1002,431,1370.2,725.9,368.2,294.9
MOV_0176.mp4,14,467,45,bowl,0.9208,1385.2,507.7,1895.1,721.2,509.8,213.5
MOV_0176.mp4,14,467,63,laptop,0.8625,71.7,245.9,929.5,738.7,857.8,492.7
MOV_0176.mp4,15,501,41,cup,0.927,1001.9,431.1,1370.1,725.8,368.2,294.7
MOV_0176.mp4,15,501,45,bowl,0.9139,1385,509.5,1895.4,721.2,510.5,211.7
MOV_0176.mp4,15,501,63,laptop,0.8944,72.2,246,929.6,738.6,857.4,492.6
MOV_0176.mp4,16,534,41,cup,0.9293,1002,430.9,1370.3,725.7,368.3,294.8
MOV_0176.mp4,16,534,45,bowl,0.9161,1385.4,509.1,1895.5,721.3,510.1,212.1
MOV_0176.mp4,16,534,63,laptop,0.8781,72,245.7,929.4,738.4,857.5,492.7
MOV_0176.mp4,17,567,41,cup,0.9263,1002,431.2,1370.3,725.8,368.4,294.6
MOV_0176.mp4,17,567,45,bowl,0.9105,1385,510,1895.1,721.3,510.1,211.4
MOV_0176.mp4,17,567,63,laptop,0.8483,72.1,245.7,929.3,738.1,857.2,492.3
MOV_0176.mp4,18,601,41,cup,0.9274,1001.7,431.2,1370.2,725.8,368.5,294.7
